,M
6540,-13842
6541,-14088
6542,-14321
6543,-14543
6544,-14753
6545,-14952
6546,-15138
6547,-15312
6548,-15473
6549,-15622
6550,-15758
6551,-15882
6552,-15992
6553,-16090
6554,-16174
6555,-16245
6556,-16303
6557,-16348
6558,-16380
6559,-16398
6560,-16403
6561,-16395
6562,-16373
6563,-16338
6564,-16290
6565,-16229
6566,-16154
6567,-16066
6568,-15966
6569,-15852
6570,-15725
6571,-15586
6572,-15434
6573,-15269
6574,-15092
6575,-14903
6576,-14702
6577,-14489
6578,-14264
6579,-14027
6580,-13779
6581,-13520
6582,-13250
6583,-12969
6584,-12678
6585,-12376
6586,-12064
6587,-11742
6588,-11411
6589,-11071
6590,-10722
6591,-10364
6592,-9997
6593,-9623
6594,-9240
6595,-8850
6596,-8453
6597,-8049
6598,-7639
6599,-7222
6600,-6800
6601,-6371
6602,-5938
6603,-5500
6604,-5058
6605,-4611
6606,-4161
6607,-3707
6608,-3250
6609,-2791
6610,-2329
6611,-1866
6612,-1400
6613,-934
6614,-467
6615,0
6616,468
6617,934
6618,1401
6619,1866
6620,2329
6621,2791
6622,3250
6623,3707
6624,4161
6625,4611
6626,5058
6627,5501
6628,5938
6629,6372
6630,6800
6631,7222
6632,7639
6633,8050
6634,8454
6635,8851
6636,9241
6637,9623
6638,9998
6639,10364
6640,10722
6641,11072
6642,11412
6643,11743
6644,12064
6645,12376
6646,12678
6647,12969
6648,13250
6649,13520
6650,13779
6651,14028
6652,14264
6653,14489
6654,14702
6655,14903
6656,15093
6657,15270
6658,15434
6659,15586
6660,15726
6661,15852
6662,15966
6663,16067
6664,16155
6665,16229
6666,16290
6667,16339
6668,16374
6669,16395
6670,16403
6671,16398
6672,16380
6673,16349
6674,16304
6675,16245
6676,16174
6677,16090
6678,15992
6679,15882
6680,15758
6681,15622
6682,15473
6683,15312
6684,15138
6685,14952
6686,14754
6687,14544
6688,14321
6689,14088
6690,13842
6691,13586
6692,13319
6693,13040
6694,12752
6695,12452
6696,12143
6697,11824
6698,11496
6699,11157
6700,10810
6701,10454
6702,10090
6703,9717
6704,9337
6705,8949
6706,8553
6707,8151
6708,7742
6709,7327
6710,6906
6711,6479
6712,6047
6713,5611
6714,5169
6715,4723
6716,4274
6717,3821
6718,3365
6719,2906
6720,2445
6721,1982
6722,1517
6723,1051
6724,584
6725,117
6726,-351
6727,-818
6728,-1284
6729,-1749
6730,-2213
6731,-2675
6732,-3136
6733,-3593
6734,-4047
6735,-4499
6736,-4946
6737,-5390
6738,-5829
6739,-6264
6740,-6693
6741,-7117
6742,-7535
6743,-7947
6744,-8353
6745,-8752
6746,-9143
6747,-9528
6748,-9904
6749,-10273
6750,-10633
6751,-10985
6752,-11327
6753,-11661
6754,-11985
6755,-12299
6756,-12603
6757,-12897
6758,-13181
6759,-13454
6760,-13716
6761,-13966
6762,-14206
6763,-14434
6764,-14650
6765,-14854
6766,-15046
6767,-15227
6768,-15394
6769,-15549
6770,-15692
6771,-15821
6772,-15939
6773,-16042
6774,-16134
6775,-16211
6776,-16276
6777,-16327
6778,-16366
6779,-16391
6780,-16402
6781,-16401
6782,-16386
6783,-16358
6784,-16316
6785,-16261
6786,-16193
6787,-16112
6788,-16018
6789,-15911
6790,-15790
6791,-15657
6792,-15511
6793,-15353
6794,-15183
6795,-14999
6796,-14804
6797,-14597
6798,-14378
6799,-14147
6800,-13905
6801,-13651
6802,-13386
6803,-13111
6804,-12825
6805,-12528
6806,-12221
6807,-11905
6808,-11578
6809,-11242
6810,-10898
6811,-10544
6812,-10182
6813,-9811
6814,-9432
6815,-9046
6816,-8653
6817,-8252
6818,-7845
6819,-7431
6820,-7012
6821,-6586
6822,-6156
6823,-5720
6824,-5280
6825,-4835
6826,-4386
6827,-3934
6828,-3479
6829,-3021
6830,-2560
6831,-2098
6832,-1633
6833,-1168
6834,-701
6835,-234
6836,234
6837,701
6838,1168
6839,1633
6840,2098
6841,2560
6842,3021
6843,3479
6844,3934
6845,4387
6846,4835
6847,5280
6848,5720
6849,6156
6850,6586
6851,7012
6852,7432
6853,7845
6854,8252
6855,8653
6856,9046
6857,9433
6858,9811
6859,10182
6860,10544
6861,10898
6862,11243
6863,11578
6864,11905
6865,12222
6866,12528
6867,12825
6868,13111
6869,13387
6870,13651
6871,13905
6872,14147
6873,14378
6874,14597
6875,14804
6876,15000
6877,15183
6878,15354
6879,15512
6880,15657
6881,15791
6882,15911
6883,16018
6884,16112
6885,16193
6886,16262
6887,16316
6888,16358
6889,16386
6890,16401
6891,16403
6892,16391
6893,16366
6894,16328
6895,16276
6896,16211
6897,16134
6898,16043
6899,15939
6900,15822
6901,15692
6902,15550
6903,15394
6904,15227
6905,15046
6906,14855
6907,14650
6908,14434
6909,14206
6910,13967
6911,13716
6912,13454
6913,13181
6914,12897
6915,12604
6916,12299
6917,11985
6918,11661
6919,11327
6920,10985
6921,10633
6922,10273
6923,9905
6924,9528
6925,9144
6926,8752
6927,8353
6928,7948
6929,7535
6930,7117
6931,6694
6932,6264
6933,5830
6934,5390
6935,4947
6936,4499
6937,4048
6938,3593
6939,3136
6940,2676
6941,2213
6942,1750
6943,1284
6944,818
6945,351
6946,-117
6947,-584
6948,-1051
6949,-1517
6950,-1981
6951,-2445
6952,-2906
6953,-3364
6954,-3821
6955,-4274
6956,-4723
6957,-5169
6958,-5610
6959,-6047
6960,-6479
6961,-6906
6962,-7327
6963,-7742
6964,-8151
6965,-8553
6966,-8949
6967,-9337
6968,-9717
6969,-10090
6970,-10454
6971,-10810
6972,-11157
6973,-11495
6974,-11824
6975,-12143
6976,-12452
6977,-12752
6978,-13040
6979,-13319
6980,-13586
6981,-13842
6982,-14088
6983,-14321
6984,-14543
6985,-14754
6986,-14952
6987,-15138
6988,-15312
6989,-15473
6990,-15622
6991,-15758
6992,-15881
6993,-15992
6994,-16090
6995,-16174
6996,-16245
6997,-16303
6998,-16348
6999,-16380
7000,-16398
7001,-16403
7002,-16395
7003,-16373
7004,-16339
7005,-16290
7006,-16229
7007,-16154
7008,-16067
7009,-15966
7010,-15852
7011,-15725
7012,-15586
7013,-15434
7014,-15269
7015,-15093
7016,-14903
7017,-14702
7018,-14489
7019,-14264
7020,-14027
7021,-13779
7022,-13520
7023,-13250
7024,-12969
7025,-12678
7026,-12376
7027,-12064
7028,-11743
7029,-11412
7030,-11071
7031,-10722
7032,-10364
7033,-9997
7034,-9623
7035,-9240
7036,-8850
7037,-8453
7038,-8049
7039,-7639
7040,-7222
7041,-6800
7042,-6372
7043,-5938
7044,-5500
7045,-5058
7046,-4611
7047,-4161
7048,-3707
7049,-3250
7050,-2791
7051,-2329
7052,-1865
7053,-1401
7054,-934
7055,-467
7056,0
7057,468
7058,935
7059,1401
7060,1866
7061,2329
7062,2791
7063,3251
7064,3707
7065,4161
7066,4611
7067,5058
7068,5501
7069,5939
7070,6372
7071,6800
7072,7222
7073,7639
7074,8050
7075,8454
7076,8851
7077,9241
7078,9623
7079,9997
7080,10364
7081,10722
7082,11072
7083,11412
7084,11743
7085,12065
7086,12376
7087,12678
7088,12969
7089,13250
7090,13520
7091,13779
7092,14027
7093,14264
7094,14489
7095,14702
7096,14904
7097,15093
7098,15270
7099,15434
7100,15586
7101,15726
7102,15852
7103,15966
7104,16067
7105,16155
7106,16229
7107,16291
7108,16339
7109,16373
7110,16395
7111,16404
7112,16399
7113,16380
7114,16348
7115,16304
7116,16246
7117,16174
7118,16090
7119,15992
7120,15882
7121,15758
7122,15622
7123,15474
7124,15312
7125,15138
7126,14952
7127,14754
7128,14544
7129,14322
7130,14088
7131,13843
7132,13586
7133,13319
7134,13041
7135,12752
7136,12453
7137,12143
7138,11824
7139,11496
7140,11157
7141,10810
7142,10454
7143,10090
7144,9717
7145,9337
7146,8949
7147,8554
7148,8151
7149,7742
7150,7327
7151,6906
7152,6479
7153,6047
7154,5610
7155,5169
7156,4723
7157,4274
7158,3821
7159,3365
7160,2906
7161,2445
7162,1982
7163,1517
7164,1051
7165,584
7166,117
7167,-351
7168,-817
7169,-1284
7170,-1749
7171,-2213
7172,-2675
7173,-3136
7174,-3593
7175,-4047
7176,-4499
7177,-4946
7178,-5390
7179,-5829
7180,-6264
7181,-6693
7182,-7117
7183,-7535
7184,-7947
7185,-8353
7186,-8752
7187,-9144
7188,-9528
7189,-9905
7190,-10273
7191,-10633
7192,-10985
7193,-11327
7194,-11661
7195,-11985
7196,-12299
7197,-12603
7198,-12897
7199,-13181
7200,-13453
7201,-13716
7202,-13966
7203,-14206
7204,-14434
7205,-14650
7206,-14854
7207,-15046
7208,-15227
7209,-15394
7210,-15549
7211,-15692
7212,-15821
7213,-15938
7214,-16042
7215,-16134
7216,-16211
7217,-16276
7218,-16328
7219,-16366
7220,-16391
7221,-16403
7222,-16401
7223,-16386
7224,-16357
7225,-16316
7226,-16261
7227,-16193
7228,-16112
7229,-16018
7230,-15911
7231,-15790
7232,-15657
7233,-15511
7234,-15353
7235,-15182
7236,-14999
7237,-14804
7238,-14597
7239,-14378
7240,-14147
7241,-13905
7242,-13651
7243,-13387
7244,-13111
7245,-12825
7246,-12528
7247,-12221
7248,-11904
7249,-11578
7250,-11242
7251,-10898
7252,-10544
7253,-10182
7254,-9811
7255,-9432
7256,-9046
7257,-8653
7258,-8252
7259,-7845
7260,-7431
7261,-7012
7262,-6586
7263,-6156
7264,-5720
7265,-5280
7266,-4835
7267,-4386
7268,-3934
7269,-3479
7270,-3021
7271,-2560
7272,-2097
7273,-1633
7274,-1168
7275,-701
7276,-233
7277,234
7278,701
7279,1168
7280,1634
7281,2098
7282,2560
7283,3021
7284,3479
7285,3935
7286,4387
7287,4835
7288,5280
7289,5720
7290,6156
7291,6586
7292,7012
7293,7432
7294,7845
7295,8252
7296,8653
7297,9047
7298,9433
7299,9811
7300,10182
7301,10544
7302,10898
7303,11243
7304,11579
7305,11905
7306,12222
7307,12528
7308,12825
7309,13111
7310,13387
7311,13651
7312,13905
7313,14147
7314,14378
7315,14597
7316,14804
7317,15000
7318,15183
7319,15353
7320,15512
7321,15657
7322,15791
7323,15911
7324,16018
7325,16112
7326,16193
7327,16262
7328,16316
7329,16358
7330,16386
7331,16401
7332,16403
7333,16391
7334,16366
7335,16328
7336,16276
7337,16212
7338,16134
7339,16043
7340,15939
7341,15822
7342,15692
7343,15550
7344,15394
7345,15227
7346,15047
7347,14855
7348,14650
7349,14434
7350,14206
7351,13966
7352,13716
7353,13454
7354,13181
7355,12898
7356,12603
7357,12299
7358,11985
7359,11661
7360,11328
7361,10985
7362,10633
7363,10273
7364,9905
7365,9528
7366,9144
7367,8752
7368,8353
7369,7947
7370,7536
7371,7117
7372,6693
7373,6264
7374,5830
7375,5390
7376,4947
7377,4499
7378,4048
7379,3593
7380,3136
7381,2676
7382,2213
7383,1749
7384,1284
7385,818
7386,351
7387,-117
7388,-584
7389,-1051
7390,-1517
7391,-1981
7392,-2445
7393,-2906
7394,-3364
7395,-3821
7396,-4274
7397,-4723
7398,-5169
7399,-5610
7400,-6047
7401,-6479
7402,-6906
7403,-7327
7404,-7742
7405,-8151
7406,-8553
7407,-8949
7408,-9337
7409,-9717
7410,-10090
7411,-10454
7412,-10810
7413,-11157
7414,-11495
7415,-11824
7416,-12143
7417,-12452
7418,-12752
7419,-13040
7420,-13318
7421,-13586
7422,-13842
7423,-14087
7424,-14321
7425,-14543
7426,-14754
7427,-14952
7428,-15138
7429,-15312
7430,-15473
7431,-15622
7432,-15758
7433,-15881
7434,-15992
7435,-16089
7436,-16174
7437,-16245
7438,-16304
7439,-16348
7440,-16380
7441,-16398
7442,-16403
7443,-16395
7444,-16373
7445,-16339
7446,-16290
7447,-16229
7448,-16154
7449,-16066
7450,-15966
7451,-15852
7452,-15725
7453,-15586
7454,-15434
7455,-15270
7456,-15093
7457,-14903
7458,-14702
7459,-14489
7460,-14264
7461,-14027
7462,-13779
7463,-13520
7464,-13250
7465,-12969
7466,-12678
7467,-12376
7468,-12064
7469,-11743
7470,-11412
7471,-11071
7472,-10722
7473,-10364
7474,-9997
7475,-9623
7476,-9240
7477,-8850
7478,-8453
7479,-8049
7480,-7639
7481,-7222
7482,-6800
7483,-6372
7484,-5938
7485,-5500
7486,-5058
7487,-4611
7488,-4161
7489,-3707
7490,-3250
7491,-2791
7492,-2329
7493,-1865
7494,-1400
7495,-934
7496,-467
7497,0
7498,468
7499,935
7500,1401
7501,1866
7502,2329
7503,2791
7504,3251
7505,3707
7506,4161
7507,4611
7508,5058
7509,5500
7510,5939
7511,6372
7512,6800
7513,7223
7514,7639
7515,8049
7516,8454
7517,8851
7518,9241
7519,9623
7520,9997
7521,10364
7522,10722
7523,11071
7524,11412
7525,11743
7526,12065
7527,12376
7528,12678
7529,12969
7530,13250
7531,13520
7532,13779
7533,14027
7534,14264
7535,14489
7536,14702
7537,14904
7538,15093
7539,15270
7540,15434
7541,15586
7542,15726
7543,15852
7544,15966
7545,16067
7546,16155
7547,16229
7548,16291
7549,16339
7550,16373
7551,16395
7552,16404
7553,16398
7554,16380
7555,16348
7556,16304
7557,16246
7558,16174
7559,16090
7560,15992
7561,15882
7562,15758
7563,15622
7564,15473
7565,15312
7566,15138
7567,14952
7568,14754
7569,14544
7570,14321
7571,14088
7572,13843
7573,13586
7574,13319
7575,13041
7576,12752
7577,12452
7578,12143
7579,11824
7580,11495
7581,11157
7582,10810
7583,10454
7584,10090
7585,9717
7586,9337
7587,8949
7588,8554
7589,8151
7590,7742
7591,7327
7592,6906
7593,6479
7594,6047
7595,5611
7596,5169
7597,4723
7598,4274
7599,3821
7600,3365
7601,2906
7602,2445
7603,1982
7604,1517
7605,1051
7606,584
7607,117
7608,-350
7609,-817
7610,-1284
7611,-1749
7612,-2213
7613,-2675
7614,-3135
7615,-3593
7616,-4047
7617,-4499
7618,-4946
7619,-5390
7620,-5829
7621,-6264
7622,-6693
7623,-7117
7624,-7535
7625,-7947
7626,-8353
7627,-8752
7628,-9143
7629,-9528
7630,-9905
7631,-10273
7632,-10633
7633,-10985
7634,-11327
7635,-11661
7636,-11985
7637,-12299
7638,-12603
7639,-12897
7640,-13181
7641,-13453
7642,-13715
7643,-13966
7644,-14206
7645,-14434
7646,-14650
7647,-14854
7648,-15046
7649,-15226
7650,-15394
7651,-15549
7652,-15692
7653,-15821
7654,-15938
7655,-16042
7656,-16133
7657,-16211
7658,-16276
7659,-16328
7660,-16366
7661,-16391
7662,-16403
7663,-16401
7664,-16386
7665,-16358
7666,-16316
7667,-16261
7668,-16193
7669,-16112
7670,-16018
7671,-15911
7672,-15790
7673,-15657
7674,-15511
7675,-15353
7676,-15182
7677,-15000
7678,-14804
7679,-14597
7680,-14378
7681,-14147
7682,-13905
7683,-13651
7684,-13386
7685,-13111
7686,-12825
7687,-12528
7688,-12221
7689,-11904
7690,-11578
7691,-11243
7692,-10898
7693,-10544
7694,-10181
7695,-9811
7696,-9432
7697,-9046
7698,-8653
7699,-8252
7700,-7845
7701,-7431
7702,-7012
7703,-6586
7704,-6155
7705,-5720
7706,-5279
7707,-4835
7708,-4386
7709,-3934
7710,-3479
7711,-3021
7712,-2560
7713,-2098
7714,-1633
7715,-1168
7716,-701
7717,-234
7718,234
7719,701
7720,1168
7721,1633
7722,2098
7723,2560
7724,3021
7725,3479
7726,3935
7727,4387
7728,4835
7729,5280
7730,5720
7731,6156
7732,6587
7733,7012
7734,7432
7735,7845
7736,8253
7737,8653
7738,9047
7739,9433
7740,9811
7741,10182
7742,10544
7743,10898
7744,11243
7745,11578
7746,11905
7747,12221
7748,12528
7749,12825
7750,13111
7751,13387
7752,13651
7753,13905
7754,14147
7755,14378
7756,14597
7757,14804
7758,15000
7759,15183
7760,15354
7761,15512
7762,15658
7763,15791
7764,15911
7765,16018
7766,16112
7767,16193
7768,16261
7769,16316
7770,16358
7771,16386
7772,16401
7773,16403
7774,16391
7775,16366
7776,16328
7777,16276
7778,16211
7779,16134
7780,16043
7781,15939
7782,15822
7783,15692
7784,15549
7785,15394
7786,15227
7787,15047
7788,14855
7789,14650
7790,14434
7791,14206
7792,13967
7793,13716
7794,13454
7795,13181
7796,12897
7797,12603
7798,12299
7799,11985
7800,11661
7801,11327
7802,10985
7803,10633
7804,10273
7805,9905
7806,9528
7807,9144
7808,8752
7809,8353
7810,7948
7811,7536
7812,7117
7813,6693
7814,6264
7815,5829
7816,5390
7817,4947
7818,4499
7819,4048
7820,3593
7821,3136
7822,2676
7823,2214
7824,1749
7825,1284
7826,818
7827,351
7828,-117
7829,-584
7830,-1051
7831,-1517
7832,-1982
7833,-2445
7834,-2906
7835,-3365
7836,-3821
7837,-4274
7838,-4723
7839,-5169
7840,-5610
7841,-6047
7842,-6479
7843,-6906
7844,-7327
7845,-7742
7846,-8151
7847,-8553
7848,-8949
7849,-9336
7850,-9717
7851,-10090
7852,-10454
7853,-10810
7854,-11157
7855,-11495
7856,-11824
7857,-12143
7858,-12452
7859,-12752
7860,-13040
7861,-13319
7862,-13586
7863,-13842
7864,-14088
7865,-14321
7866,-14543
7867,-14754
7868,-14952
7869,-15138
7870,-15312
7871,-15473
7872,-15622
7873,-15758
7874,-15881
7875,-15992
7876,-16089
7877,-16174
7878,-16245
7879,-16304
7880,-16348
7881,-16380
7882,-16398
7883,-16403
7884,-16395
7885,-16373
7886,-16339
7887,-16290
7888,-16229
7889,-16154
7890,-16067
7891,-15966
7892,-15852
7893,-15725
7894,-15586
7895,-15434
7896,-15270
7897,-15092
7898,-14903
7899,-14702
7900,-14489
7901,-14264
7902,-14027
7903,-13779
7904,-13520
7905,-13250
7906,-12969
7907,-12678
7908,-12376
7909,-12064
7910,-11742
7911,-11411
7912,-11071
7913,-10722
7914,-10364
7915,-9997
7916,-9623
7917,-9240
7918,-8850
7919,-8453
7920,-8049
7921,-7639
7922,-7222
7923,-6800
7924,-6372
7925,-5938
7926,-5500
7927,-5058
7928,-4611
7929,-4161
7930,-3707
7931,-3250
7932,-2791
7933,-2329
7934,-1865
7935,-1401
7936,-934
7937,-467
7938,0
7939,467
7940,935
7941,1401
7942,1866
7943,2329
7944,2791
7945,3251
7946,3707
7947,4161
7948,4611
7949,5058
7950,5501
7951,5938
7952,6372
7953,6800
7954,7223
7955,7639
7956,8049
7957,8454
7958,8851
7959,9240
7960,9623
7961,9997
7962,10364
7963,10722
7964,11072
7965,11412
7966,11743
7967,12064
7968,12376
7969,12678
7970,12969
7971,13250
7972,13520
7973,13780
7974,14027
7975,14264
7976,14489
7977,14702
7978,14904
7979,15093
7980,15270
7981,15434
7982,15586
7983,15726
7984,15852
7985,15966
7986,16067
7987,16154
7988,16229
7989,16290
7990,16339
7991,16373
7992,16395
7993,16404
7994,16399
7995,16380
7996,16348
7997,16304
7998,16245
7999,16174
8000,16090
8001,15992
8002,15882
8003,15759
8004,15622
8005,15474
8006,15312
8007,15138
8008,14952
8009,14754
8010,14543
8011,14321
8012,14088
8013,13843
8014,13586
8015,13319
8016,13040
8017,12752
8018,12452
8019,12143
8020,11824
8021,11496
8022,11157
8023,10810
8024,10454
8025,10090
8026,9717
8027,9337
8028,8949
8029,8553
8030,8151
8031,7742
8032,7327
8033,6906
8034,6479
8035,6047
8036,5611
8037,5169
8038,4723
8039,4274
8040,3821
8041,3365
8042,2906
8043,2445
8044,1982
8045,1517
8046,1051
8047,584
8048,117
8049,-351
8050,-817
8051,-1284
8052,-1749
8053,-2213
8054,-2676
8055,-3135
8056,-3593
8057,-4048
8058,-4499
8059,-4946
8060,-5390
8061,-5829
8062,-6264
8063,-6693
8064,-7117
8065,-7535
8066,-7947
8067,-8353
8068,-8752
8069,-9143
8070,-9528
8071,-9904
8072,-10273
8073,-10633
8074,-10985
8075,-11327
8076,-11661
8077,-11985
8078,-12299
8079,-12603
8080,-12897
8081,-13181
8082,-13454
8083,-13716
8084,-13966
8085,-14206
8086,-14434
8087,-14650
8088,-14854
8089,-15046
8090,-15227
8091,-15394
8092,-15549
8093,-15692
8094,-15821
8095,-15939
8096,-16042
8097,-16133
8098,-16211
8099,-16276
8100,-16328
8101,-16366
8102,-16391
8103,-16403
8104,-16401
8105,-16386
8106,-16358
8107,-16316
8108,-16261
8109,-16193
8110,-16112
8111,-16018
8112,-15911
8113,-15790
8114,-15657
8115,-15511
8116,-15353
8117,-15182
8118,-15000
8119,-14804
8120,-14597
8121,-14378
8122,-14147
8123,-13905
8124,-13651
8125,-13386
8126,-13111
8127,-12825
8128,-12528
8129,-12221
8130,-11905
8131,-11578
8132,-11243
8133,-10898
8134,-10544
8135,-10181
8136,-9811
8137,-9433
8138,-9046
8139,-8653
8140,-8252
8141,-7845
8142,-7431
8143,-7012
8144,-6586
8145,-6155
8146,-5720
8147,-5279
8148,-4835
8149,-4386
8150,-3934
8151,-3479
8152,-3021
8153,-2560
8154,-2097
8155,-1633
8156,-1168
8157,-701
8158,-234
8159,234
8160,701
8161,1168
8162,1634
8163,2098
8164,2560
8165,3021
8166,3479
8167,3935
8168,4387
8169,4835
8170,5280
8171,5720
8172,6156
8173,6587
8174,7012
8175,7432
8176,7845
8177,8252
8178,8653
8179,9046
8180,9433
8181,9811
8182,10182
8183,10544
8184,10898
8185,11243
8186,11579
8187,11905
8188,12222
8189,12528
8190,12825
8191,13111
8192,13387
8193,13651
8194,13905
8195,14147
8196,14378
8197,14597
8198,14804
8199,15000
8200,15183
8201,15353
8202,15512
8203,15658
8204,15790
8205,15911
8206,16018
8207,16112
8208,16193
8209,16262
8210,16316
8211,16358
8212,16386
8213,16401
8214,16403
8215,16391
8216,16366
8217,16328
8218,16276
8219,16211
8220,16134
8221,16043
8222,15939
8223,15822
8224,15692
8225,15550
8226,15394
8227,15227
8228,15047
8229,14854
8230,14650
8231,14434
8232,14206
8233,13967
8234,13716
8235,13454
8236,13181
8237,12898
8238,12603
8239,12299
8240,11985
8241,11661
8242,11328
8243,10985
8244,10633
8245,10273
8246,9905
8247,9528
8248,9144
8249,8752
8250,8353
8251,7948
8252,7536
8253,7117
8254,6694
8255,6264
8256,5829
8257,5390
8258,4947
8259,4499
8260,4048
8261,3593
8262,3136
8263,2676
8264,2213
8265,1749
8266,1284
8267,818
8268,351
8269,-117
8270,-584
8271,-1051
8272,-1517
8273,-1981
8274,-2445
8275,-2906
8276,-3365
8277,-3821
8278,-4274
8279,-4723
8280,-5169
8281,-5610
8282,-6047
8283,-6479
8284,-6906
8285,-7327
8286,-7742
8287,-8151
8288,-8553
8289,-8948
8290,-9337
8291,-9717
8292,-10090
8293,-10454
8294,-10810
8295,-11157
8296,-11495
8297,-11824
8298,-12143
8299,-12452
8300,-12752
8301,-13040
8302,-13319
8303,-13586
8304,-13842
8305,-14088
8306,-14321
8307,-14543
8308,-14754
8309,-14952
8310,-15138
8311,-15312
8312,-15473
8313,-15622
8314,-15758
8315,-15882
8316,-15992
8317,-16090
8318,-16174
8319,-16245
8320,-16303
8321,-16348
8322,-16380
8323,-16398
8324,-16403
8325,-16395
8326,-16373
8327,-16338
8328,-16290
8329,-16229
8330,-16154
8331,-16066
8332,-15966
8333,-15852
8334,-15725
8335,-15586
8336,-15434
8337,-15269
8338,-15092
8339,-14903
8340,-14702
8341,-14489
8342,-14264
8343,-14027
8344,-13779
8345,-13520
8346,-13250
8347,-12969
8348,-12678
8349,-12376
8350,-12064
8351,-11742
8352,-11411
8353,-11071
8354,-10722
8355,-10364
8356,-9997
8357,-9623
8358,-9240
8359,-8851
8360,-8453
8361,-8049
8362,-7639
8363,-7222
8364,-6800
8365,-6371
8366,-5938
8367,-5500
8368,-5058
8369,-4611
8370,-4161
8371,-3707
8372,-3250
8373,-2791
8374,-2329
8375,-1865
8376,-1401
8377,-934
8378,-467
8379,0
8380,468
8381,935
8382,1401
8383,1866
8384,2329
8385,2791
8386,3251
8387,3707
8388,4161
8389,4611
8390,5058
8391,5501
8392,5939
8393,6372
8394,6800
8395,7222
8396,7639
8397,8049
8398,8453
8399,8851
8400,9241
8401,9623
8402,9998
8403,10364
8404,10722
8405,11072
8406,11412
8407,11743
8408,12065
8409,12376
8410,12678
8411,12969
8412,13250
8413,13520
8414,13779
8415,14027
8416,14264
8417,14489
8418,14702
8419,14903
8420,15093
8421,15270
8422,15434
8423,15586
8424,15726
8425,15852
8426,15966
8427,16067
8428,16155
8429,16229
8430,16291
8431,16339
8432,16374
8433,16395
8434,16404
8435,16398
8436,16380
8437,16348
8438,16304
8439,16246
8440,16174
8441,16090
8442,15992
8443,15882
8444,15758
8445,15622
8446,15474
8447,15312
8448,15138
8449,14952
8450,14754
