,M
4371,-14702
4372,-14489
4373,-14264
4374,-14027
4375,-13779
4376,-13520
4377,-13250
4378,-12969
4379,-12678
4380,-12376
4381,-12064
4382,-11742
4383,-11411
4384,-11071
4385,-10722
4386,-10364
4387,-9997
4388,-9623
4389,-9240
4390,-8850
4391,-8453
4392,-8049
4393,-7639
4394,-7222
4395,-6800
4396,-6372
4397,-5938
4398,-5500
4399,-5058
4400,-4611
4401,-4161
4402,-3707
4403,-3250
4404,-2791
4405,-2329
4406,-1866
4407,-1401
4408,-934
4409,-467
4410,0
4411,468
4412,934
4413,1401
4414,1866
4415,2329
4416,2791
4417,3250
4418,3707
4419,4161
4420,4611
4421,5058
4422,5500
4423,5939
4424,6372
4425,6800
4426,7223
4427,7639
4428,8049
4429,8454
4430,8851
4431,9240
4432,9623
4433,9997
4434,10364
4435,10722
4436,11071
4437,11412
4438,11743
4439,12064
4440,12376
4441,12678
4442,12969
4443,13250
4444,13520
4445,13779
4446,14027
4447,14264
4448,14489
4449,14702
4450,14903
4451,15093
4452,15270
4453,15434
4454,15586
4455,15726
4456,15852
4457,15966
4458,16067
4459,16154
4460,16229
4461,16290
4462,16339
4463,16373
4464,16395
4465,16404
4466,16399
4467,16380
4468,16348
4469,16304
4470,16246
4471,16174
4472,16090
4473,15992
4474,15882
4475,15758
4476,15622
4477,15473
4478,15312
4479,15138
4480,14952
4481,14754
4482,14543
4483,14322
4484,14088
4485,13843
4486,13586
4487,13319
4488,13041
4489,12752
4490,12452
4491,12143
4492,11824
4493,11496
4494,11157
4495,10810
4496,10454
4497,10090
4498,9717
4499,9337
4500,8949
4501,8553
4502,8151
4503,7742
4504,7327
4505,6906
4506,6479
4507,6047
4508,5611
4509,5169
4510,4723
4511,4274
4512,3821
4513,3365
4514,2906
4515,2445
4516,1982
4517,1517
4518,1051
4519,584
4520,117
4521,-350
4522,-818
4523,-1284
4524,-1749
4525,-2213
4526,-2675
4527,-3136
4528,-3593
4529,-4048
4530,-4499
4531,-4947
4532,-5390
4533,-5829
4534,-6264
4535,-6693
4536,-7117
4537,-7535
4538,-7947
4539,-8353
4540,-8752
4541,-9143
4542,-9528
4543,-9905
4544,-10273
4545,-10633
4546,-10985
4547,-11327
4548,-11661
4549,-11985
4550,-12299
4551,-12603
4552,-12897
4553,-13181
4554,-13454
4555,-13715
4556,-13966
4557,-14206
4558,-14434
4559,-14650
4560,-14854
4561,-15046
4562,-15226
4563,-15394
4564,-15549
4565,-15692
4566,-15821
4567,-15939
4568,-16043
4569,-16134
4570,-16211
4571,-16276
4572,-16327
4573,-16366
4574,-16391
4575,-16403
4576,-16401
4577,-16386
4578,-16358
4579,-16316
4580,-16261
4581,-16193
4582,-16112
4583,-16018
4584,-15910
4585,-15790
4586,-15657
4587,-15512
4588,-15353
4589,-15183
4590,-15000
4591,-14804
4592,-14597
4593,-14378
4594,-14147
4595,-13905
4596,-13651
4597,-13387
4598,-13111
4599,-12825
4600,-12528
4601,-12221
4602,-11904
4603,-11578
4604,-11243
4605,-10897
4606,-10544
4607,-10182
4608,-9811
4609,-9432
4610,-9046
4611,-8653
4612,-8252
4613,-7845
4614,-7431
4615,-7012
4616,-6586
4617,-6156
4618,-5720
4619,-5280
4620,-4835
4621,-4386
4622,-3934
4623,-3479
4624,-3021
4625,-2560
4626,-2098
4627,-1633
4628,-1167
4629,-701
4630,-233
4631,234
4632,701
4633,1168
4634,1634
4635,2098
4636,2560
4637,3021
4638,3479
4639,3935
4640,4387
4641,4835
4642,5280
4643,5720
4644,6156
4645,6586
4646,7012
4647,7431
4648,7845
4649,8252
4650,8653
4651,9046
4652,9433
4653,9811
4654,10182
4655,10544
4656,10898
4657,11243
4658,11578
4659,11905
4660,12221
4661,12528
4662,12825
4663,13111
4664,13387
4665,13651
4666,13905
4667,14147
4668,14378
4669,14597
4670,14804
4671,15000
4672,15183
4673,15353
4674,15512
4675,15658
4676,15790
4677,15911
4678,16018
4679,16112
4680,16193
4681,16261
4682,16316
4683,16358
4684,16386
4685,16401
4686,16403
4687,16391
4688,16366
4689,16328
4690,16276
4691,16212
4692,16134
4693,16043
4694,15939
4695,15822
4696,15692
4697,15550
4698,15394
4699,15227
4700,15047
4701,14855
4702,14650
4703,14434
4704,14206
4705,13967
4706,13716
4707,13454
4708,13181
4709,12898
4710,12604
4711,12299
4712,11985
4713,11661
4714,11328
4715,10985
4716,10633
4717,10273
4718,9905
4719,9528
4720,9144
4721,8752
4722,8353
4723,7947
4724,7535
4725,7117
4726,6693
4727,6264
4728,5830
4729,5390
4730,4947
4731,4499
4732,4048
4733,3593
4734,3136
4735,2676
4736,2213
4737,1749
4738,1284
4739,818
4740,351
4741,-117
4742,-584
4743,-1051
4744,-1517
4745,-1981
4746,-2445
4747,-2906
4748,-3364
4749,-3821
4750,-4274
4751,-4723
4752,-5169
4753,-5610
4754,-6047
4755,-6479
4756,-6906
4757,-7327
4758,-7742
4759,-8151
4760,-8553
4761,-8948
4762,-9336
4763,-9717
4764,-10090
4765,-10454
4766,-10810
4767,-11157
4768,-11495
4769,-11824
4770,-12143
4771,-12452
4772,-12752
4773,-13040
4774,-13318
4775,-13586
4776,-13842
4777,-14088
4778,-14321
4779,-14543
4780,-14754
4781,-14952
4782,-15138
4783,-15312
4784,-15473
4785,-15622
4786,-15758
4787,-15881
4788,-15992
4789,-16090
4790,-16174
4791,-16245
4792,-16304
4793,-16348
4794,-16380
4795,-16398
4796,-16403
4797,-16395
4798,-16373
4799,-16338
4800,-16290
4801,-16229
4802,-16154
4803,-16066
4804,-15966
4805,-15852
4806,-15725
4807,-15586
4808,-15434
4809,-15269
4810,-15093
4811,-14903
4812,-14702
4813,-14489
4814,-14264
4815,-14027
4816,-13779
4817,-13520
4818,-13250
4819,-12969
4820,-12678
4821,-12376
4822,-12064
4823,-11743
4824,-11411
4825,-11071
4826,-10722
4827,-10364
4828,-9997
4829,-9623
4830,-9240
4831,-8851
4832,-8453
4833,-8049
4834,-7639
4835,-7222
4836,-6800
4837,-6371
4838,-5938
4839,-5500
4840,-5058
4841,-4611
4842,-4161
4843,-3707
4844,-3250
4845,-2791
4846,-2329
4847,-1865
4848,-1401
4849,-934
4850,-467
4851,0
4852,467
4853,934
4854,1401
4855,1866
4856,2329
4857,2791
4858,3251
4859,3707
4860,4161
4861,4611
4862,5058
4863,5500
4864,5938
4865,6372
4866,6800
4867,7222
4868,7639
4869,8049
4870,8453
4871,8851
4872,9241
4873,9623
4874,9998
4875,10364
4876,10722
4877,11072
4878,11412
4879,11743
4880,12065
4881,12376
4882,12678
4883,12969
4884,13250
4885,13520
4886,13779
4887,14028
4888,14264
4889,14489
4890,14702
4891,14903
4892,15093
4893,15270
4894,15434
4895,15586
4896,15726
4897,15852
4898,15966
4899,16067
4900,16155
4901,16229
4902,16291
4903,16339
4904,16373
4905,16395
4906,16404
4907,16399
4908,16380
4909,16348
4910,16304
4911,16246
4912,16174
4913,16090
4914,15992
4915,15882
4916,15758
4917,15622
4918,15473
4919,15312
4920,15138
4921,14952
4922,14754
4923,14543
4924,14322
4925,14088
4926,13843
4927,13586
4928,13319
4929,13041
4930,12752
4931,12453
4932,12143
4933,11824
4934,11496
4935,11157
4936,10810
4937,10454
4938,10090
4939,9717
4940,9337
4941,8949
4942,8553
4943,8151
4944,7742
4945,7327
4946,6906
4947,6479
4948,6047
4949,5610
4950,5169
4951,4723
4952,4274
4953,3821
4954,3365
4955,2906
4956,2445
4957,1982
4958,1517
4959,1051
4960,584
4961,117
4962,-351
4963,-818
4964,-1284
4965,-1749
4966,-2213
4967,-2676
4968,-3135
4969,-3593
4970,-4048
4971,-4499
4972,-4947
4973,-5390
4974,-5829
4975,-6264
4976,-6693
4977,-7117
4978,-7535
4979,-7947
4980,-8353
4981,-8752
4982,-9144
4983,-9528
4984,-9905
4985,-10273
4986,-10633
4987,-10985
4988,-11327
4989,-11661
4990,-11985
4991,-12299
4992,-12603
4993,-12897
4994,-13181
4995,-13453
4996,-13715
4997,-13966
4998,-14206
4999,-14434
5000,-14650
5001,-14854
5002,-15046
5003,-15227
5004,-15394
5005,-15549
5006,-15692
5007,-15821
5008,-15939
5009,-16043
5010,-16133
5011,-16211
5012,-16276
5013,-16327
5014,-16366
5015,-16391
5016,-16403
5017,-16401
5018,-16386
5019,-16357
5020,-16316
5021,-16261
5022,-16193
5023,-16112
5024,-16018
5025,-15910
5026,-15790
5027,-15657
5028,-15512
5029,-15353
5030,-15183
5031,-15000
5032,-14804
5033,-14597
5034,-14378
5035,-14147
5036,-13905
5037,-13651
5038,-13386
5039,-13111
5040,-12825
5041,-12528
5042,-12221
5043,-11904
5044,-11578
5045,-11242
5046,-10897
5047,-10544
5048,-10182
5049,-9811
5050,-9432
5051,-9046
5052,-8653
5053,-8252
5054,-7845
5055,-7431
5056,-7012
5057,-6586
5058,-6155
5059,-5720
5060,-5279
5061,-4835
5062,-4386
5063,-3934
5064,-3479
5065,-3021
5066,-2560
5067,-2098
5068,-1633
5069,-1168
5070,-701
5071,-234
5072,234
5073,701
5074,1168
5075,1633
5076,2098
5077,2561
5078,3021
5079,3479
5080,3935
5081,4387
5082,4835
5083,5280
5084,5720
5085,6156
5086,6587
5087,7012
5088,7432
5089,7845
5090,8253
5091,8653
5092,9047
5093,9433
5094,9811
5095,10182
5096,10544
5097,10898
5098,11243
5099,11579
5100,11905
5101,12222
5102,12528
5103,12825
5104,13111
5105,13387
5106,13651
5107,13905
5108,14147
5109,14378
5110,14597
5111,14804
5112,15000
5113,15183
5114,15353
5115,15512
5116,15657
5117,15791
5118,15911
5119,16018
5120,16112
5121,16193
5122,16262
5123,16316
5124,16358
5125,16386
5126,16401
5127,16403
5128,16391
5129,16366
5130,16328
5131,16276
5132,16211
5133,16134
5134,16043
5135,15939
5136,15822
5137,15692
5138,15550
5139,15394
5140,15227
5141,15047
5142,14855
5143,14650
5144,14434
5145,14206
5146,13966
5147,13716
5148,13454
5149,13181
5150,12897
5151,12603
5152,12299
5153,11985
5154,11661
5155,11327
5156,10985
5157,10633
5158,10273
5159,9905
5160,9528
5161,9144
5162,8752
5163,8353
5164,7947
5165,7536
5166,7117
5167,6693
5168,6264
5169,5829
5170,5390
5171,4947
5172,4499
5173,4048
5174,3593
5175,3136
5176,2676
5177,2213
5178,1749
5179,1284
5180,818
5181,351
5182,-117
5183,-584
5184,-1051
5185,-1517
5186,-1982
5187,-2445
5188,-2906
5189,-3364
5190,-3821
5191,-4274
5192,-4723
5193,-5169
5194,-5610
5195,-6047
5196,-6479
5197,-6906
5198,-7327
5199,-7742
5200,-8151
5201,-8553
5202,-8949
5203,-9337
5204,-9717
5205,-10090
5206,-10454
5207,-10810
5208,-11157
5209,-11495
5210,-11824
5211,-12143
5212,-12452
5213,-12751
5214,-13040
5215,-13319
5216,-13586
5217,-13842
5218,-14087
5219,-14321
5220,-14543
5221,-14754
5222,-14952
5223,-15138
5224,-15312
5225,-15473
5226,-15622
5227,-15758
5228,-15882
5229,-15992
5230,-16090
5231,-16174
5232,-16245
5233,-16304
5234,-16348
5235,-16380
5236,-16398
5237,-16403
5238,-16395
5239,-16373
5240,-16339
5241,-16290
5242,-16229
5243,-16154
5244,-16067
5245,-15966
5246,-15852
5247,-15725
5248,-15586
5249,-15434
5250,-15270
5251,-15092
5252,-14903
5253,-14702
5254,-14489
5255,-14264
5256,-14027
5257,-13779
5258,-13520
5259,-13250
5260,-12969
5261,-12678
5262,-12376
5263,-12064
5264,-11742
5265,-11411
5266,-11071
5267,-10722
5268,-10364
5269,-9997
5270,-9623
5271,-9240
5272,-8850
5273,-8453
5274,-8049
5275,-7639
5276,-7222
5277,-6800
5278,-6371
5279,-5938
5280,-5500
5281,-5058
5282,-4611
5283,-4161
5284,-3707
5285,-3250
5286,-2791
5287,-2329
5288,-1866
5289,-1400
5290,-934
5291,-467
5292,0
5293,468
5294,935
5295,1401
5296,1866
5297,2329
5298,2791
5299,3251
5300,3707
5301,4161
5302,4611
5303,5058
5304,5500
5305,5938
5306,6372
5307,6800
5308,7223
5309,7639
5310,8050
5311,8453
5312,8851
5313,9240
5314,9623
5315,9998
5316,10364
5317,10722
5318,11071
5319,11412
5320,11743
5321,12064
5322,12376
5323,12678
5324,12969
5325,13250
5326,13520
5327,13780
5328,14027
5329,14264
5330,14489
5331,14702
5332,14904
5333,15093
5334,15270
5335,15434
5336,15586
5337,15726
5338,15852
5339,15966
5340,16067
5341,16154
5342,16229
5343,16291
5344,16339
5345,16373
5346,16395
5347,16404
5348,16399
5349,16380
5350,16348
5351,16304
5352,16246
5353,16174
5354,16090
5355,15992
5356,15882
5357,15759
5358,15622
5359,15474
5360,15312
5361,15138
5362,14952
5363,14754
5364,14543
5365,14321
5366,14088
5367,13843
5368,13586
5369,13319
5370,13040
5371,12752
5372,12452
5373,12143
5374,11824
5375,11495
5376,11157
5377,10810
5378,10454
5379,10090
5380,9717
5381,9337
5382,8949
5383,8553
5384,8151
5385,7742
5386,7327
5387,6906
5388,6479
5389,6047
5390,5611
5391,5169
5392,4723
5393,4274
5394,3821
5395,3365
5396,2906
5397,2445
5398,1982
5399,1517
5400,1051
5401,584
5402,117
5403,-350
5404,-818
5405,-1284
5406,-1749
5407,-2213
5408,-2676
5409,-3136
5410,-3593
5411,-4048
5412,-4499
5413,-4947
5414,-5390
5415,-5829
5416,-6264
5417,-6693
5418,-7117
5419,-7535
5420,-7947
5421,-8353
5422,-8752
5423,-9144
5424,-9528
5425,-9905
5426,-10273
5427,-10633
5428,-10985
5429,-11327
5430,-11661
5431,-11985
5432,-12299
5433,-12603
5434,-12897
5435,-13181
5436,-13454
5437,-13716
5438,-13966
5439,-14206
5440,-14434
5441,-14650
5442,-14854
5443,-15046
5444,-15226
5445,-15394
5446,-15549
5447,-15692
5448,-15822
5449,-15938
5450,-16043
5451,-16133
5452,-16211
5453,-16276
5454,-16328
5455,-16366
5456,-16391
5457,-16403
5458,-16401
5459,-16386
5460,-16357
5461,-16316
5462,-16261
5463,-16193
5464,-16112
5465,-16018
5466,-15911
5467,-15790
5468,-15657
5469,-15511
5470,-15353
5471,-15183
5472,-15000
5473,-14804
5474,-14597
5475,-14378
5476,-14147
5477,-13905
5478,-13651
5479,-13386
5480,-13111
5481,-12825
5482,-12528
5483,-12221
5484,-11904
5485,-11578
5486,-11242
5487,-10897
5488,-10544
5489,-10182
5490,-9811
5491,-9432
5492,-9046
5493,-8653
5494,-8252
5495,-7845
5496,-7431
5497,-7012
5498,-6586
5499,-6155
5500,-5720
5501,-5279
5502,-4835
5503,-4386
5504,-3934
5505,-3479
5506,-3021
5507,-2560
5508,-2098
5509,-1633
5510,-1168
5511,-701
5512,-233
5513,234
5514,701
5515,1168
5516,1634
5517,2098
5518,2561
5519,3021
5520,3479
5521,3934
5522,4387
5523,4835
5524,5280
5525,5720
5526,6156
5527,6586
5528,7012
5529,7432
5530,7845
5531,8253
5532,8653
5533,9047
5534,9433
5535,9811
5536,10182
5537,10544
5538,10898
5539,11243
5540,11579
5541,11905
5542,12222
5543,12528
5544,12825
5545,13111
5546,13387
5547,13651
5548,13905
5549,14147
5550,14378
5551,14597
5552,14805
5553,15000
5554,15183
5555,15354
5556,15512
5557,15657
5558,15790
5559,15911
5560,16018
5561,16112
5562,16193
5563,16262
5564,16316
5565,16358
5566,16386
5567,16401
5568,16403
5569,16391
5570,16366
5571,16328
5572,16276
5573,16212
5574,16134
5575,16043
5576,15939
5577,15822
5578,15692
5579,15549
5580,15394
5581,15227
5582,15047
5583,14855
5584,14650
5585,14434
5586,14206
5587,13967
5588,13716
5589,13454
5590,13181
5591,12898
5592,12604
5593,12299
5594,11985
5595,11661
5596,11328
5597,10985
5598,10633
5599,10273
5600,9905
5601,9528
5602,9144
5603,8752
5604,8353
5605,7947
5606,7535
5607,7117
5608,6694
5609,6264
5610,5830
5611,5390
5612,4947
5613,4499
5614,4048
5615,3593
5616,3136
5617,2676
5618,2213
5619,1749
5620,1284
5621,818
5622,351
5623,-117
5624,-584
5625,-1051
5626,-1517
5627,-1982
5628,-2445
5629,-2906
5630,-3365
5631,-3821
5632,-4274
5633,-4723
5634,-5169
5635,-5610
5636,-6047
5637,-6479
5638,-6906
5639,-7327
5640,-7742
5641,-8151
5642,-8553
5643,-8949
5644,-9336
5645,-9717
5646,-10090
5647,-10454
5648,-10810
5649,-11157
5650,-11495
5651,-11824
5652,-12143
5653,-12452
5654,-12752
5655,-13040
5656,-13318
5657,-13586
5658,-13842
5659,-14087
5660,-14321
5661,-14543
5662,-14753
5663,-14952
5664,-15138
5665,-15312
5666,-15473
5667,-15622
5668,-15758
5669,-15881
5670,-15992
5671,-16090
5672,-16174
5673,-16245
5674,-16303
5675,-16348
5676,-16380
5677,-16398
5678,-16403
5679,-16395
5680,-16373
5681,-16338
5682,-16290
5683,-16229
5684,-16154
5685,-16066
5686,-15966
5687,-15852
5688,-15726
5689,-15586
5690,-15434
5691,-15269
5692,-15092
5693,-14903
5694,-14702
5695,-14489
5696,-14264
5697,-14027
5698,-13779
5699,-13520
5700,-13250
5701,-12969
5702,-12678
5703,-12376
5704,-12064
5705,-11743
5706,-11412
5707,-11071
5708,-10722
5709,-10364
5710,-9997
5711,-9623
5712,-9240
5713,-8851
5714,-8453
5715,-8049
5716,-7639
5717,-7222
5718,-6800
5719,-6372
5720,-5938
5721,-5500
5722,-5058
5723,-4611
5724,-4161
5725,-3707
5726,-3250
5727,-2791
5728,-2329
5729,-1865
5730,-1400
5731,-934
5732,-467
5733,0
5734,468
5735,935
5736,1401
5737,1866
5738,2329
5739,2791
5740,3251
5741,3707
5742,4161
5743,4611
5744,5058
5745,5500
5746,5939
5747,6372
5748,6800
5749,7222
5750,7639
5751,8050
5752,8454
5753,8851
5754,9240
5755,9623
5756,9998
5757,10364
5758,10722
5759,11071
5760,11412
5761,11743
5762,12064
5763,12376
5764,12678
5765,12969
5766,13250
5767,13520
5768,13780
5769,14027
5770,14264
5771,14489
5772,14702
5773,14903
5774,15093
5775,15270
5776,15434
5777,15586
5778,15726
5779,15852
5780,15966
5781,16067
5782,16154
5783,16229
5784,16290
5785,16339
5786,16373
5787,16395
5788,16403
5789,16399
5790,16380
5791,16349
5792,16304
5793,16246
5794,16174
5795,16090
5796,15992
5797,15882
5798,15759
5799,15622
5800,15474
5801,15312
5802,15138
5803,14952
5804,14754
5805,14543
5806,14321
5807,14088
5808,13843
5809,13586
5810,13319
5811,13040
5812,12752
5813,12453
5814,12143
5815,11824
5816,11496
5817,11157
5818,10810
5819,10454
5820,10090
5821,9717
5822,9337
5823,8949
5824,8554
5825,8151
5826,7742
5827,7327
5828,6906
5829,6479
5830,6047
5831,5611
5832,5169
5833,4723
5834,4274
5835,3821
5836,3365
5837,2906
5838,2445
5839,1982
5840,1517
5841,1051
5842,584
5843,117
5844,-351
5845,-817
5846,-1284
5847,-1749
5848,-2213
5849,-2676
5850,-3135
5851,-3593
5852,-4047
5853,-4499
5854,-4947
5855,-5390
5856,-5829
5857,-6264
5858,-6693
5859,-7117
5860,-7535
5861,-7947
5862,-8353
5863,-8752
5864,-9144
5865,-9528
5866,-9905
5867,-10273
5868,-10633
5869,-10985
5870,-11327
5871,-11661
5872,-11985
5873,-12299
5874,-12603
5875,-12897
5876,-13181
5877,-13453
5878,-13715
5879,-13966
5880,-14206
5881,-14434
5882,-14650
5883,-14854
5884,-15046
5885,-15227
5886,-15394
5887,-15549
5888,-15692
5889,-15822
5890,-15939
5891,-16042
5892,-16134
5893,-16211
5894,-16276
5895,-16328
5896,-16366
5897,-16391
5898,-16402
5899,-16401
5900,-16386
5901,-16357
5902,-16316
5903,-16261
5904,-16193
5905,-16112
5906,-16018
5907,-15911
5908,-15790
5909,-15657
5910,-15512
5911,-15353
5912,-15182
5913,-14999
5914,-14804
5915,-14597
5916,-14378
5917,-14147
5918,-13905
5919,-13651
5920,-13387
5921,-13111
5922,-12825
5923,-12528
5924,-12221
5925,-11905
5926,-11578
5927,-11242
5928,-10898
5929,-10544
5930,-10182
5931,-9811
5932,-9432
5933,-9046
5934,-8653
5935,-8252
5936,-7845
5937,-7431
5938,-7012
5939,-6586
5940,-6155
5941,-5720
5942,-5280
5943,-4835
5944,-4386
5945,-3934
5946,-3479
5947,-3021
5948,-2560
5949,-2098
5950,-1633
5951,-1167
5952,-701
5953,-233
5954,234
5955,701
5956,1168
5957,1633
5958,2098
5959,2560
5960,3021
5961,3479
5962,3935
5963,4386
5964,4835
5965,5280
5966,5720
5967,6156
5968,6586
5969,7012
5970,7432
5971,7845
5972,8252
5973,8653
5974,9047
5975,9433
5976,9811
5977,10182
5978,10544
5979,10898
5980,11243
5981,11578
5982,11905
5983,12222
5984,12528
5985,12825
5986,13111
5987,13387
5988,13651
5989,13905
5990,14147
5991,14378
5992,14597
5993,14804
5994,15000
5995,15183
5996,15354
5997,15512
5998,15657
5999,15790
6000,15911
6001,16018
6002,16112
6003,16193
6004,16262
6005,16316
6006,16358
6007,16386
6008,16401
6009,16403
6010,16391
6011,16366
6012,16328
6013,16276
6014,16212
6015,16134
6016,16043
6017,15939
6018,15822
6019,15692
6020,15550
6021,15394
6022,15227
6023,15047
6024,14854
6025,14650
6026,14434
6027,14206
6028,13966
6029,13716
6030,13454
6031,13181
6032,12898
6033,12603
6034,12299
6035,11985
6036,11661
6037,11327
6038,10985
6039,10633
6040,10273
6041,9905
6042,9528
6043,9144
6044,8752
6045,8353
6046,7947
6047,7536
6048,7117
6049,6694
6050,6264
6051,5829
6052,5390
6053,4947
6054,4499
6055,4048
6056,3593
6057,3136
6058,2676
6059,2214
6060,1750
6061,1284
6062,818
6063,351
6064,-117
6065,-584
6066,-1051
6067,-1517
6068,-1982
6069,-2445
6070,-2906
6071,-3365
6072,-3821
6073,-4274
6074,-4723
6075,-5169
6076,-5610
6077,-6047
6078,-6479
6079,-6906
6080,-7327
6081,-7742
6082,-8151
6083,-8553
6084,-8949
6085,-9337
6086,-9717
6087,-10090
6088,-10454
6089,-10810
6090,-11157
6091,-11495
6092,-11824
6093,-12143
6094,-12452
6095,-12752
6096,-13040
6097,-13318
6098,-13586
6099,-13842
6100,-14088
6101,-14321
6102,-14543
6103,-14754
6104,-14952
6105,-15138
6106,-15312
6107,-15473
6108,-15622
6109,-15758
6110,-15881
6111,-15992
6112,-16089
6113,-16174
6114,-16245
6115,-16304
6116,-16348
6117,-16380
6118,-16398
6119,-16403
6120,-16395
6121,-16373
6122,-16339
6123,-16290
6124,-16229
6125,-16154
6126,-16066
6127,-15966
6128,-15852
6129,-15726
6130,-15586
6131,-15434
6132,-15269
6133,-15093
6134,-14903
6135,-14702
6136,-14489
6137,-14264
6138,-14027
6139,-13779
6140,-13520
6141,-13250
6142,-12969
6143,-12678
6144,-12376
6145,-12064
6146,-11743
6147,-11412
6148,-11071
6149,-10722
6150,-10364
6151,-9997
6152,-9623
6153,-9240
6154,-8851
6155,-8453
6156,-8049
6157,-7639
6158,-7222
6159,-6800
6160,-6372
6161,-5938
6162,-5500
6163,-5058
6164,-4611
6165,-4161
6166,-3707
6167,-3250
6168,-2791
6169,-2329
6170,-1865
6171,-1400
6172,-934
6173,-467
6174,0
6175,468
6176,935
6177,1401
6178,1866
6179,2329
6180,2791
6181,3251
6182,3707
6183,4161
6184,4611
6185,5058
6186,5501
6187,5938
6188,6372
6189,6800
6190,7222
6191,7639
6192,8049
6193,8453
6194,8851
6195,9240
6196,9623
6197,9998
6198,10364
6199,10722
6200,11072
6201,11412
6202,11743
6203,12065
6204,12376
6205,12678
6206,12969
6207,13250
6208,13520
6209,13779
6210,14028
6211,14264
6212,14489
6213,14702
6214,14904
6215,15093
6216,15270
6217,15434
6218,15586
6219,15726
6220,15852
6221,15966
6222,16067
6223,16155
6224,16229
6225,16290
6226,16339
6227,16374
6228,16395
6229,16404
6230,16399
6231,16380
6232,16349
6233,16304
6234,16245
6235,16174
6236,16090
6237,15992
6238,15882
6239,15758
6240,15622
6241,15473
6242,15312
6243,15138
6244,14952
6245,14754
6246,14543
6247,14322
6248,14088
6249,13842
6250,13586
6251,13319
6252,13040
6253,12752
6254,12452
6255,12143
6256,11824
6257,11495
6258,11157
6259,10810
6260,10454
6261,10090
6262,9717
6263,9337
6264,8949
6265,8554
6266,8151
6267,7742
6268,7327
6269,6906
6270,6479
6271,6047
6272,5611
6273,5169
6274,4723
6275,4274
6276,3821
6277,3365
6278,2906
6279,2445
6280,1982
6281,1517
6282,1051
6283,584
6284,117
6285,-351
6286,-818
6287,-1284
6288,-1749
6289,-2213
6290,-2675
6291,-3135
6292,-3593
6293,-4048
6294,-4499
6295,-4947
6296,-5390
6297,-5829
6298,-6264
6299,-6693
6300,-7117
6301,-7535
6302,-7947
6303,-8353
6304,-8752
6305,-9143
6306,-9528
6307,-9905
6308,-10273
6309,-10633
6310,-10985
6311,-11327
6312,-11661
6313,-11985
6314,-12299
6315,-12603
6316,-12897
6317,-13181
6318,-13453
6319,-13715
6320,-13966
6321,-14206
6322,-14434
6323,-14650
6324,-14854
6325,-15046
6326,-15226
6327,-15394
6328,-15549
6329,-15692
6330,-15822
6331,-15938
6332,-16043
6333,-16134
6334,-16211
6335,-16276
6336,-16327
6337,-16366
6338,-16391
6339,-16402
6340,-16401
6341,-16386
6342,-16358
6343,-16316
6344,-16261
6345,-16193
6346,-16112
6347,-16018
6348,-15911
6349,-15790
6350,-15657
6351,-15512
6352,-15353
6353,-15183
6354,-15000
6355,-14804
6356,-14597
6357,-14378
6358,-14147
6359,-13905
6360,-13651
6361,-13387
6362,-13111
6363,-12825
6364,-12528
6365,-12221
6366,-11904
6367,-11578
6368,-11243
6369,-10897
6370,-10544
6371,-10182
6372,-9811
6373,-9432
6374,-9046
6375,-8653
6376,-8252
6377,-7845
6378,-7431
6379,-7012
6380,-6586
6381,-6155
6382,-5720
6383,-5280
6384,-4835
6385,-4386
6386,-3934
6387,-3479
6388,-3021
6389,-2560
6390,-2098
6391,-1633
6392,-1168
6393,-701
6394,-233
6395,234
6396,701
6397,1168
6398,1634
6399,2098
6400,2561
6401,3021
6402,3479
6403,3935
6404,4387
6405,4835
6406,5280
6407,5720
6408,6156
6409,6587
6410,7012
6411,7431
6412,7845
6413,8252
6414,8653
6415,9047
6416,9433
6417,9811
6418,10182
6419,10544
6420,10898
6421,11243
6422,11579
6423,11905
6424,12222
6425,12528
6426,12825
6427,13111
6428,13387
6429,13651
6430,13905
6431,14147
6432,14378
6433,14597
6434,14805
6435,15000
6436,15183
6437,15354
6438,15512
6439,15657
6440,15790
6441,15911
6442,16018
6443,16112
6444,16193
6445,16261
6446,16316
6447,16358
6448,16386
6449,16401
6450,16403
6451,16391
6452,16366
6453,16328
6454,16276
6455,16212
6456,16134
6457,16043
6458,15939
6459,15822
6460,15692
6461,15550
6462,15394
6463,15227
6464,15046
6465,14854
6466,14650
6467,14434
6468,14206
6469,13967
6470,13716
6471,13454
6472,13181
6473,12898
6474,12604
6475,12299
6476,11985
6477,11661
6478,11328
6479,10985
6480,10633
6481,10273
6482,9905
6483,9528
6484,9144
6485,8752
6486,8353
6487,7948
6488,7535
6489,7117
6490,6693
6491,6264
6492,5829
6493,5390
6494,4947
6495,4499
6496,4048
6497,3593
6498,3136
6499,2676
6500,2214
6501,1750
6502,1284
6503,818
6504,351
6505,-117
6506,-584
6507,-1051
6508,-1517
6509,-1981
6510,-2445
6511,-2906
6512,-3364
6513,-3821
6514,-4274
6515,-4723
6516,-5169
6517,-5610
6518,-6047
6519,-6479
6520,-6906
6521,-7327
6522,-7742
6523,-8151
6524,-8553
6525,-8948
6526,-9336
6527,-9717
6528,-10090
6529,-10454
6530,-10810
6531,-11157
6532,-11495
6533,-11824
6534,-12143
6535,-12452
6536,-12752
6537,-13040
6538,-13318
6539,-13586
