,M
12384,8949
12385,7948
12386,6906
12387,5830
12388,4723
12389,3593
12390,2445
12391,1284
12392,117
12393,-1051
12394,-2213
12395,-3365
12396,-4499
12397,-5610
12398,-6693
12399,-7742
12400,-8752
12401,-9717
12402,-10633
12403,-11495
12404,-12299
12405,-13040
12406,-13715
12407,-14321
12408,-14854
12409,-15312
12410,-15692
12411,-15992
12412,-16211
12413,-16348
12414,-16402
12415,-16373
12416,-16261
12417,-16067
12418,-15790
12419,-15434
12420,-14999
12421,-14489
12422,-13905
12423,-13250
12424,-12528
12425,-11743
12426,-10898
12427,-9997
12428,-9046
12429,-8049
12430,-7012
12431,-5938
12432,-4835
12433,-3707
12434,-2560
12435,-1401
12436,-234
12437,934
12438,2098
12439,3251
12440,4387
12441,5500
12442,6587
12443,7639
12444,8653
12445,9623
12446,10544
12447,11412
12448,12221
12449,12969
12450,13651
12451,14264
12452,14805
12453,15270
12454,15658
12455,15966
12456,16193
12457,16339
12458,16401
12459,16380
12460,16276
12461,16090
12462,15822
12463,15474
12464,15047
12465,14544
12466,13966
12467,13319
12468,12604
12469,11824
12470,10985
12471,10090
12472,9144
12473,8151
12474,7117
12475,6047
12476,4947
12477,3821
12478,2676
12479,1517
12480,351
12481,-818
12482,-1981
12483,-3136
12484,-4274
12485,-5390
12486,-6479
12487,-7535
12488,-8553
12489,-9528
12490,-10454
12491,-11327
12492,-12143
12493,-12897
12494,-13586
12495,-14206
12496,-14754
12497,-15226
12498,-15622
12499,-15938
12500,-16174
12501,-16328
12502,-16398
12503,-16386
12504,-16290
12505,-16112
12506,-15852
12507,-15512
12508,-15092
12509,-14597
12510,-14027
12511,-13386
12512,-12678
12513,-11904
12514,-11071
12515,-10182
12516,-9240
12517,-8252
12518,-7222
12519,-6156
12520,-5058
12521,-3934
12522,-2791
12523,-1633
12524,-467
12525,701
12526,1866
12527,3021
12528,4161
12529,5280
12530,6372
12531,7432
12532,8453
12533,9433
12534,10364
12535,11243
12536,12064
12537,12825
12538,13520
12539,14147
12540,14702
12541,15183
12542,15586
12543,15911
12544,16154
12545,16316
12546,16395
12547,16391
12548,16304
12549,16134
12550,15882
12551,15550
12552,15138
12553,14650
12554,14088
12555,13454
12556,12752
12557,11985
12558,11157
12559,10273
12560,9337
12561,8353
12562,7327
12563,6264
12564,5169
12565,4048
12566,2906
12567,1749
12568,584
12569,-584
12570,-1749
12571,-2906
12572,-4048
12573,-5169
12574,-6264
12575,-7327
12576,-8353
12577,-9336
12578,-10273
12579,-11157
12580,-11985
12581,-12751
12582,-13454
12583,-14088
12584,-14650
12585,-15138
12586,-15549
12587,-15881
12588,-16133
12589,-16304
12590,-16391
12591,-16395
12592,-16316
12593,-16154
12594,-15910
12595,-15586
12596,-15182
12597,-14702
12598,-14147
12599,-13520
12600,-12825
12601,-12064
12602,-11243
12603,-10364
12604,-9433
12605,-8453
12606,-7431
12607,-6372
12608,-5280
12609,-4161
12610,-3021
12611,-1865
12612,-701
12613,468
12614,1633
12615,2791
12616,3935
12617,5058
12618,6156
12619,7222
12620,8252
12621,9241
12622,10182
12623,11071
12624,11905
12625,12678
12626,13387
12627,14027
12628,14597
12629,15093
12630,15512
12631,15852
12632,16112
12633,16290
12634,16386
12635,16398
12636,16328
12637,16174
12638,15939
12639,15622
12640,15227
12641,14754
12642,14206
12643,13586
12644,12897
12645,12143
12646,11327
12647,10454
12648,9528
12649,8554
12650,7536
12651,6479
12652,5390
12653,4274
12654,3136
12655,1982
12656,818
12657,-350
12658,-1517
12659,-2675
12660,-3821
12661,-4946
12662,-6047
12663,-7117
12664,-8151
12665,-9144
12666,-10090
12667,-10985
12668,-11824
12669,-12603
12670,-13318
12671,-13966
12672,-14543
12673,-15046
12674,-15473
12675,-15822
12676,-16089
12677,-16276
12678,-16380
12679,-16401
12680,-16338
12681,-16193
12682,-15966
12683,-15657
12684,-15270
12685,-14804
12686,-14264
12687,-13651
12688,-12969
12689,-12221
12690,-11411
12691,-10544
12692,-9623
12693,-8653
12694,-7639
12695,-6586
12696,-5500
12697,-4386
12698,-3250
12699,-2097
12700,-934
12701,234
12702,1401
12703,2560
12704,3707
12705,4835
12706,5939
12707,7012
12708,8050
12709,9046
12710,9997
12711,10898
12712,11743
12713,12528
12714,13250
12715,13905
12716,14489
12717,15000
12718,15434
12719,15790
12720,16067
12721,16261
12722,16374
12723,16403
12724,16349
12725,16211
12726,15992
12727,15692
12728,15312
12729,14855
12730,14321
12731,13716
12732,13040
12733,12299
12734,11495
12735,10633
12736,9717
12737,8752
12738,7742
12739,6694
12740,5611
12741,4499
12742,3365
12743,2213
12744,1051
12745,-117
12746,-1284
12747,-2445
12748,-3593
12749,-4723
12750,-5829
12751,-6906
12752,-7947
12753,-8949
12754,-9904
12755,-10810
12756,-11661
12757,-12452
12758,-13181
12759,-13842
12760,-14434
12761,-14952
12762,-15394
12763,-15758
12764,-16043
12765,-16245
12766,-16366
12767,-16403
12768,-16357
12769,-16229
12770,-16018
12771,-15726
12772,-15353
12773,-14903
12774,-14378
12775,-13779
12776,-13111
12777,-12376
12778,-11578
12779,-10722
12780,-9811
12781,-8850
12782,-7845
12783,-6800
12784,-5720
12785,-4611
12786,-3479
12787,-2329
12788,-1167
12789,0
12790,1168
12791,2329
12792,3479
12793,4611
12794,5720
12795,6800
12796,7845
12797,8851
12798,9811
12799,10722
12800,11579
12801,12376
12802,13111
12803,13779
12804,14378
12805,14904
12806,15354
12807,15726
12808,16018
12809,16229
12810,16358
12811,16403
12812,16366
12813,16246
12814,16043
12815,15759
12816,15394
12817,14952
12818,14434
12819,13843
12820,13181
12821,12453
12822,11661
12823,10810
12824,9905
12825,8949
12826,7947
12827,6906
12828,5829
12829,4723
12830,3593
12831,2445
12832,1284
12833,117
12834,-1051
12835,-2213
12836,-3365
12837,-4499
12838,-5610
12839,-6693
12840,-7742
12841,-8752
12842,-9717
12843,-10633
12844,-11495
12845,-12299
12846,-13040
12847,-13716
12848,-14321
12849,-14854
12850,-15312
12851,-15692
12852,-15992
12853,-16211
12854,-16348
12855,-16403
12856,-16373
12857,-16261
12858,-16067
12859,-15790
12860,-15434
12861,-14999
12862,-14489
12863,-13905
12864,-13250
12865,-12528
12866,-11742
12867,-10898
12868,-9997
12869,-9046
12870,-8049
12871,-7012
12872,-5938
12873,-4835
12874,-3707
12875,-2560
12876,-1400
12877,-233
12878,934
12879,2098
12880,3250
12881,4387
12882,5500
12883,6587
12884,7639
12885,8653
12886,9623
12887,10544
12888,11412
12889,12222
12890,12969
12891,13651
12892,14264
12893,14805
12894,15270
12895,15658
12896,15966
12897,16193
12898,16339
12899,16401
12900,16380
12901,16276
12902,16090
12903,15822
12904,15474
12905,15047
12906,14543
12907,13967
12908,13319
12909,12603
12910,11824
12911,10985
12912,10090
12913,9144
12914,8151
12915,7117
12916,6047
12917,4947
12918,3821
12919,2676
12920,1517
12921,351
12922,-818
12923,-1982
12924,-3135
12925,-4274
12926,-5390
12927,-6479
12928,-7535
12929,-8553
12930,-9528
12931,-10454
12932,-11327
12933,-12143
12934,-12897
12935,-13586
12936,-14206
12937,-14753
12938,-15227
12939,-15622
12940,-15939
12941,-16174
12942,-16327
12943,-16398
12944,-16386
12945,-16290
12946,-16112
12947,-15852
12948,-15511
12949,-15092
12950,-14597
12951,-14027
12952,-13387
12953,-12678
12954,-11905
12955,-11071
12956,-10181
12957,-9240
12958,-8252
12959,-7222
12960,-6156
12961,-5058
12962,-3934
12963,-2791
12964,-1633
12965,-467
12966,701
12967,1866
12968,3021
12969,4161
12970,5280
12971,6372
12972,7431
12973,8454
12974,9433
12975,10364
12976,11243
12977,12065
12978,12825
12979,13520
12980,14147
12981,14702
12982,15183
12983,15586
12984,15911
12985,16154
12986,16316
12987,16395
12988,16391
12989,16304
12990,16134
12991,15882
12992,15550
12993,15138
12994,14650
12995,14088
12996,13454
12997,12752
12998,11985
12999,11157
13000,10273
13001,9337
13002,8353
13003,7327
13004,6264
13005,5169
13006,4048
13007,2906
13008,1749
13009,584
13010,-584
13011,-1749
13012,-2906
13013,-4047
13014,-5169
13015,-6264
13016,-7327
13017,-8353
13018,-9336
13019,-10273
13020,-11157
13021,-11985
13022,-12752
13023,-13454
13024,-14087
13025,-14650
13026,-15138
13027,-15549
13028,-15881
13029,-16133
13030,-16303
13031,-16391
13032,-16395
13033,-16316
13034,-16154
13035,-15911
13036,-15586
13037,-15182
13038,-14702
13039,-14147
13040,-13520
13041,-12825
13042,-12064
13043,-11242
13044,-10364
13045,-9432
13046,-8453
13047,-7431
13048,-6371
13049,-5280
13050,-4161
13051,-3021
13052,-1865
13053,-701
13054,468
13055,1634
13056,2791
13057,3935
13058,5058
13059,6156
13060,7222
13061,8252
13062,9241
13063,10182
13064,11071
13065,11905
13066,12678
13067,13387
13068,14028
13069,14597
13070,15093
13071,15512
13072,15852
13073,16112
13074,16290
13075,16386
13076,16399
13077,16328
13078,16174
13079,15939
13080,15622
13081,15227
13082,14754
13083,14206
13084,13586
13085,12898
13086,12143
13087,11327
13088,10454
13089,9528
13090,8553
13091,7536
13092,6479
13093,5390
13094,4274
13095,3136
13096,1982
13097,818
13098,-350
13099,-1517
13100,-2676
13101,-3821
13102,-4947
13103,-6047
13104,-7117
13105,-8151
13106,-9143
13107,-10090
13108,-10985
13109,-11824
13110,-12603
13111,-13318
13112,-13966
13113,-14543
13114,-15046
13115,-15473
13116,-15822
13117,-16090
13118,-16276
13119,-16380
13120,-16401
13121,-16339
13122,-16193
13123,-15966
13124,-15657
13125,-15270
13126,-14804
13127,-14264
13128,-13651
13129,-12969
13130,-12221
13131,-11411
13132,-10544
13133,-9623
13134,-8653
13135,-7639
13136,-6586
13137,-5500
13138,-4386
13139,-3250
13140,-2098
13141,-934
13142,234
13143,1401
13144,2561
13145,3707
13146,4835
13147,5938
13148,7012
13149,8050
13150,9047
13151,9997
13152,10898
13153,11743
13154,12528
13155,13250
13156,13905
13157,14489
13158,15000
13159,15434
13160,15791
13161,16067
13162,16262
13163,16373
13164,16403
13165,16349
13166,16211
13167,15992
13168,15692
13169,15312
13170,14855
13171,14321
13172,13716
13173,13040
13174,12299
13175,11496
13176,10633
13177,9717
13178,8752
13179,7742
13180,6694
13181,5610
13182,4499
13183,3365
13184,2213
13185,1051
13186,-117
13187,-1284
13188,-2445
13189,-3593
13190,-4723
13191,-5829
13192,-6906
13193,-7947
13194,-8948
13195,-9904
13196,-10810
13197,-11661
13198,-12452
13199,-13181
13200,-13842
13201,-14434
13202,-14952
13203,-15394
13204,-15758
13205,-16043
13206,-16245
13207,-16366
13208,-16403
13209,-16357
13210,-16229
13211,-16018
13212,-15726
13213,-15353
13214,-14903
13215,-14378
13216,-13779
13217,-13111
13218,-12376
13219,-11578
13220,-10722
13221,-9811
13222,-8851
13223,-7845
13224,-6800
13225,-5720
13226,-4611
13227,-3479
13228,-2329
13229,-1168
13230,0
13231,1168
13232,2329
13233,3479
13234,4611
13235,5720
13236,6800
13237,7845
13238,8851
13239,9811
13240,10722
13241,11579
13242,12376
13243,13111
13244,13779
13245,14378
13246,14903
13247,15353
13248,15726
13249,16018
13250,16229
13251,16358
13252,16404
13253,16366
13254,16246
13255,16043
13256,15759
13257,15394
13258,14952
13259,14434
13260,13842
13261,13181
13262,12453
13263,11661
13264,10810
13265,9905
13266,8949
13267,7948
13268,6906
13269,5829
13270,4723
13271,3593
13272,2445
13273,1284
13274,117
13275,-1051
13276,-2213
13277,-3365
13278,-4499
13279,-5610
13280,-6693
13281,-7742
13282,-8752
13283,-9717
13284,-10633
13285,-11495
13286,-12299
13287,-13040
13288,-13715
13289,-14321
13290,-14854
13291,-15312
13292,-15692
13293,-15992
13294,-16211
13295,-16348
13296,-16402
13297,-16373
13298,-16261
13299,-16066
13300,-15790
13301,-15434
13302,-15000
13303,-14489
13304,-13905
13305,-13250
13306,-12528
13307,-11743
13308,-10898
13309,-9997
13310,-9046
13311,-8049
13312,-7012
13313,-5938
13314,-4835
13315,-3707
13316,-2560
13317,-1401
13318,-234
13319,935
13320,2098
13321,3251
13322,4387
13323,5501
13324,6586
13325,7639
13326,8653
13327,9623
13328,10544
13329,11412
13330,12222
13331,12969
13332,13651
13333,14264
13334,14804
13335,15270
13336,15657
13337,15966
13338,16193
13339,16339
13340,16401
13341,16380
13342,16276
13343,16090
13344,15822
13345,15473
13346,15046
13347,14544
13348,13967
13349,13319
13350,12604
13351,11824
13352,10985
13353,10090
13354,9144
13355,8151
13356,7117
13357,6047
13358,4947
13359,3821
13360,2676
13361,1517
13362,351
13363,-817
13364,-1982
13365,-3136
13366,-4274
13367,-5390
13368,-6479
13369,-7535
13370,-8553
13371,-9528
13372,-10454
13373,-11327
13374,-12143
13375,-12897
13376,-13586
13377,-14206
13378,-14753
13379,-15226
13380,-15622
13381,-15939
13382,-16174
13383,-16327
13384,-16398
13385,-16386
13386,-16290
13387,-16112
13388,-15852
13389,-15511
13390,-15093
13391,-14597
13392,-14027
13393,-13387
13394,-12678
13395,-11904
13396,-11071
13397,-10182
13398,-9240
13399,-8252
13400,-7222
13401,-6155
13402,-5058
13403,-3934
13404,-2791
13405,-1633
13406,-467
13407,701
13408,1866
13409,3021
13410,4161
13411,5280
13412,6372
13413,7431
13414,8454
13415,9433
13416,10364
13417,11243
13418,12064
13419,12825
13420,13520
13421,14147
13422,14702
13423,15183
13424,15586
13425,15911
13426,16155
13427,16316
13428,16395
13429,16391
13430,16304
13431,16134
13432,15882
13433,15549
13434,15138
13435,14650
13436,14088
13437,13454
13438,12752
13439,11985
13440,11157
13441,10273
13442,9337
13443,8353
13444,7327
13445,6264
13446,5169
13447,4048
13448,2906
13449,1750
13450,584
13451,-584
13452,-1749
13453,-2906
13454,-4047
13455,-5169
13456,-6264
13457,-7327
13458,-8353
13459,-9336
13460,-10273
13461,-11157
13462,-11985
13463,-12751
13464,-13453
13465,-14087
13466,-14650
13467,-15138
13468,-15549
13469,-15881
13470,-16134
13471,-16303
13472,-16391
13473,-16395
13474,-16316
13475,-16154
13476,-15910
13477,-15586
13478,-15183
13479,-14702
13480,-14147
13481,-13520
13482,-12825
13483,-12064
13484,-11243
13485,-10364
13486,-9432
13487,-8453
13488,-7431
13489,-6372
13490,-5280
13491,-4161
13492,-3021
13493,-1865
13494,-701
13495,467
13496,1633
13497,2791
13498,3935
13499,5058
13500,6156
13501,7222
13502,8252
13503,9240
13504,10182
13505,11071
13506,11905
13507,12678
13508,13387
13509,14027
13510,14597
13511,15093
13512,15512
13513,15852
13514,16112
13515,16290
13516,16386
13517,16398
13518,16328
13519,16174
13520,15939
13521,15622
13522,15227
13523,14754
13524,14206
13525,13586
13526,12898
13527,12143
13528,11328
13529,10454
13530,9528
13531,8554
13532,7535
13533,6479
13534,5390
13535,4274
13536,3136
13537,1982
13538,818
13539,-350
13540,-1517
13541,-2675
13542,-3821
13543,-4946
13544,-6047
13545,-7117
13546,-8151
13547,-9143
13548,-10090
13549,-10985
13550,-11824
13551,-12603
13552,-13319
13553,-13966
13554,-14543
13555,-15046
13556,-15473
13557,-15822
13558,-16090
13559,-16276
13560,-16380
13561,-16401
13562,-16339
13563,-16193
13564,-15966
13565,-15657
13566,-15269
13567,-14804
13568,-14264
13569,-13651
13570,-12969
13571,-12221
13572,-11412
13573,-10544
13574,-9623
13575,-8653
13576,-7639
13577,-6586
13578,-5500
13579,-4386
13580,-3250
13581,-2097
13582,-934
13583,234
13584,1401
13585,2560
13586,3707
13587,4835
13588,5939
13589,7012
13590,8049
13591,9046
13592,9997
13593,10898
13594,11743
13595,12528
13596,13250
13597,13905
13598,14489
13599,15000
13600,15434
13601,15791
13602,16067
13603,16262
13604,16374
13605,16403
13606,16348
13607,16211
13608,15992
13609,15692
13610,15312
13611,14855
13612,14321
13613,13716
13614,13041
13615,12299
13616,11496
13617,10633
13618,9717
13619,8752
13620,7742
13621,6694
13622,5610
13623,4499
13624,3365
13625,2214
13626,1051
13627,-117
13628,-1284
13629,-2445
13630,-3593
13631,-4723
13632,-5829
13633,-6906
13634,-7947
13635,-8949
13636,-9905
13637,-10810
13638,-11661
13639,-12452
13640,-13181
13641,-13842
13642,-14434
13643,-14952
13644,-15394
13645,-15758
13646,-16043
13647,-16245
13648,-16366
13649,-16403
13650,-16358
13651,-16229
13652,-16018
13653,-15725
13654,-15353
13655,-14903
13656,-14378
13657,-13779
13658,-13111
13659,-12376
13660,-11578
13661,-10722
13662,-9811
13663,-8851
13664,-7845
13665,-6800
13666,-5720
13667,-4611
13668,-3479
13669,-2329
13670,-1168
13671,0
13672,1168
13673,2329
13674,3479
13675,4611
13676,5720
13677,6800
13678,7845
13679,8851
13680,9811
13681,10722
13682,11579
13683,12376
13684,13111
13685,13780
13686,14378
13687,14903
13688,15354
13689,15726
13690,16018
13691,16229
13692,16358
13693,16404
13694,16366
13695,16246
13696,16043
13697,15759
13698,15394
13699,14952
13700,14434
13701,13843
13702,13181
13703,12452
13704,11661
13705,10810
13706,9905
13707,8949
13708,7948
13709,6906
13710,5829
13711,4723
13712,3593
13713,2445
13714,1284
13715,117
13716,-1051
13717,-2213
13718,-3365
13719,-4499
13720,-5610
13721,-6693
13722,-7742
13723,-8752
13724,-9717
13725,-10633
13726,-11495
13727,-12299
13728,-13040
13729,-13715
13730,-14321
13731,-14854
13732,-15312
13733,-15692
13734,-15992
13735,-16211
13736,-16348
13737,-16402
13738,-16373
13739,-16261
13740,-16066
13741,-15790
13742,-15434
13743,-15000
13744,-14489
13745,-13905
13746,-13250
13747,-12528
13748,-11743
13749,-10898
13750,-9997
13751,-9046
13752,-8049
13753,-7012
13754,-5938
13755,-4835
13756,-3707
13757,-2560
13758,-1401
13759,-234
13760,934
13761,2098
13762,3250
13763,4387
13764,5501
13765,6587
13766,7639
13767,8653
13768,9623
13769,10544
13770,11412
13771,12221
13772,12969
13773,13651
13774,14264
13775,14804
13776,15270
13777,15657
13778,15966
13779,16193
13780,16339
13781,16401
13782,16380
13783,16276
13784,16090
13785,15822
13786,15473
13787,15046
13788,14544
13789,13967
13790,13319
13791,12603
13792,11824
13793,10985
13794,10090
13795,9144
13796,8151
13797,7117
13798,6047
13799,4947
13800,3821
13801,2676
13802,1517
13803,351
13804,-818
13805,-1982
13806,-3136
13807,-4274
13808,-5390
13809,-6479
13810,-7535
13811,-8553
13812,-9528
13813,-10454
13814,-11327
13815,-12143
13816,-12897
13817,-13586
13818,-14206
13819,-14754
13820,-15227
13821,-15622
13822,-15938
13823,-16174
13824,-16328
13825,-16398
13826,-16386
13827,-16290
13828,-16112
13829,-15852
13830,-15512
13831,-15092
13832,-14597
13833,-14027
13834,-13387
13835,-12678
13836,-11905
13837,-11071
13838,-10181
13839,-9240
13840,-8252
13841,-7222
13842,-6156
13843,-5058
13844,-3934
13845,-2791
13846,-1633
13847,-467
13848,701
13849,1866
13850,3021
13851,4161
13852,5280
13853,6372
13854,7432
13855,8453
13856,9433
13857,10364
13858,11243
13859,12065
13860,12825
13861,13520
13862,14147
13863,14702
13864,15183
13865,15586
13866,15911
13867,16154
13868,16316
13869,16395
13870,16391
13871,16304
13872,16134
13873,15882
13874,15549
13875,15138
13876,14650
13877,14088
13878,13454
13879,12752
13880,11985
13881,11157
13882,10273
13883,9337
13884,8353
13885,7327
13886,6264
13887,5169
13888,4048
13889,2906
13890,1749
13891,584
13892,-584
13893,-1749
13894,-2906
13895,-4048
13896,-5169
13897,-6264
13898,-7327
13899,-8353
13900,-9336
13901,-10273
13902,-11157
13903,-11985
13904,-12751
13905,-13454
13906,-14088
13907,-14650
13908,-15138
13909,-15549
13910,-15882
13911,-16133
13912,-16304
13913,-16391
13914,-16395
13915,-16316
13916,-16154
13917,-15910
13918,-15586
13919,-15183
13920,-14702
13921,-14147
13922,-13520
13923,-12825
13924,-12064
13925,-11243
13926,-10364
13927,-9433
13928,-8453
13929,-7431
13930,-6371
13931,-5279
13932,-4161
13933,-3021
13934,-1865
13935,-701
13936,468
13937,1634
13938,2791
13939,3935
13940,5058
13941,6156
13942,7222
13943,8253
13944,9241
13945,10182
13946,11071
13947,11905
13948,12678
13949,13387
13950,14027
13951,14597
13952,15093
13953,15512
13954,15852
13955,16112
13956,16290
13957,16386
13958,16399
13959,16328
13960,16174
13961,15939
13962,15622
13963,15227
13964,14754
13965,14206
13966,13586
13967,12898
13968,12143
13969,11328
13970,10454
13971,9528
13972,8554
13973,7535
13974,6479
13975,5390
13976,4274
13977,3136
13978,1982
13979,818
13980,-351
13981,-1517
13982,-2675
13983,-3821
13984,-4946
13985,-6047
13986,-7117
13987,-8151
13988,-9144
13989,-10090
13990,-10985
13991,-11824
13992,-12603
13993,-13319
13994,-13966
13995,-14543
13996,-15046
13997,-15473
13998,-15822
13999,-16089
14000,-16276
14001,-16380
14002,-16401
14003,-16339
14004,-16193
14005,-15966
14006,-15657
14007,-15270
14008,-14804
14009,-14264
14010,-13651
14011,-12969
14012,-12221
14013,-11412
14014,-10544
14015,-9623
14016,-8653
14017,-7639
14018,-6586
14019,-5500
14020,-4386
14021,-3250
14022,-2097
14023,-934
14024,234
14025,1401
14026,2560
14027,3707
14028,4835
14029,5938
14030,7012
14031,8050
14032,9047
14033,9998
14034,10898
14035,11743
14036,12528
14037,13250
14038,13905
14039,14489
14040,15000
14041,15434
14042,15790
14043,16067
14044,16262
14045,16373
14046,16403
14047,16349
14048,16212
14049,15992
14050,15692
14051,15312
14052,14854
14053,14322
14054,13716
14055,13041
14056,12299
14057,11496
14058,10633
14059,9717
14060,8752
14061,7742
14062,6693
14063,5610
14064,4499
14065,3365
14066,2214
14067,1051
14068,-117
14069,-1284
14070,-2445
14071,-3593
14072,-4723
14073,-5829
14074,-6906
14075,-7947
14076,-8949
14077,-9905
14078,-10810
14079,-11661
14080,-12452
14081,-13181
14082,-13842
14083,-14434
14084,-14952
14085,-15394
14086,-15758
14087,-16043
14088,-16245
14089,-16366
14090,-16403
14091,-16357
14092,-16229
14093,-16018
14094,-15725
14095,-15353
14096,-14903
14097,-14378
14098,-13779
14099,-13111
14100,-12376
14101,-11578
14102,-10722
14103,-9811
14104,-8851
14105,-7845
14106,-6800
14107,-5720
14108,-4611
14109,-3479
14110,-2329
14111,-1168
14112,0
14113,1168
14114,2329
14115,3479
14116,4611
14117,5720
14118,6800
14119,7845
14120,8851
14121,9811
14122,10722
14123,11579
14124,12376
14125,13111
14126,13780
14127,14378
14128,14903
14129,15353
14130,15726
14131,16018
14132,16229
14133,16358
14134,16403
14135,16366
14136,16245
14137,16043
14138,15758
14139,15394
14140,14952
14141,14434
14142,13842
14143,13181
14144,12452
14145,11661
14146,10810
14147,9905
14148,8949
14149,7948
14150,6906
14151,5830
14152,4723
14153,3593
14154,2445
14155,1284
14156,117
14157,-1051
14158,-2213
14159,-3364
14160,-4499
14161,-5610
14162,-6693
14163,-7742
14164,-8752
14165,-9717
14166,-10633
14167,-11495
14168,-12299
14169,-13040
14170,-13715
14171,-14321
14172,-14854
14173,-15312
14174,-15692
14175,-15992
14176,-16211
14177,-16348
14178,-16403
14179,-16373
14180,-16261
14181,-16067
14182,-15790
14183,-15434
14184,-14999
14185,-14489
14186,-13905
14187,-13250
14188,-12528
14189,-11742
14190,-10898
14191,-9997
14192,-9046
14193,-8049
14194,-7012
14195,-5938
14196,-4835
14197,-3707
14198,-2560
14199,-1401
14200,-234
14201,934
14202,2098
14203,3251
14204,4386
14205,5501
14206,6587
14207,7639
14208,8653
14209,9623
14210,10544
14211,11412
14212,12221
14213,12969
14214,13651
14215,14264
14216,14805
14217,15270
14218,15657
14219,15966
14220,16193
14221,16339
14222,16401
14223,16380
14224,16276
14225,16090
14226,15822
14227,15474
14228,15047
14229,14543
14230,13967
14231,13319
14232,12603
14233,11824
14234,10985
14235,10090
14236,9144
14237,8151
14238,7117
14239,6047
14240,4947
14241,3821
14242,2676
14243,1517
14244,351
14245,-817
14246,-1982
14247,-3135
14248,-4274
14249,-5390
14250,-6479
14251,-7535
14252,-8553
14253,-9528
14254,-10454
14255,-11327
14256,-12143
14257,-12897
14258,-13586
14259,-14206
14260,-14754
14261,-15226
14262,-15622
14263,-15938
14264,-16174
14265,-16327
14266,-16398
14267,-16386
14268,-16290
14269,-16112
14270,-15852
14271,-15512
14272,-15092
14273,-14597
14274,-14027
14275,-13386
14276,-12678
14277,-11905
14278,-11071
14279,-10181
14280,-9240
14281,-8252
14282,-7222
14283,-6155
14284,-5058
14285,-3934
14286,-2791
14287,-1633
14288,-467
14289,701
14290,1866
14291,3021
14292,4161
14293,5280
14294,6372
14295,7432
14296,8454
14297,9433
14298,10364
14299,11243
14300,12065
14301,12825
14302,13520
14303,14147
14304,14702
14305,15183
14306,15586
14307,15911
14308,16154
14309,16316
14310,16395
14311,16391
14312,16304
14313,16134
14314,15882
14315,15549
14316,15138
14317,14650
14318,14088
14319,13454
14320,12752
14321,11985
14322,11157
14323,10273
14324,9337
14325,8353
14326,7327
14327,6264
14328,5169
14329,4048
14330,2906
14331,1750
14332,584
14333,-584
14334,-1749
14335,-2906
14336,-4048
14337,-5169
14338,-6264
14339,-7327
14340,-8353
14341,-9337
14342,-10273
14343,-11157
14344,-11985
14345,-12752
14346,-13454
14347,-14087
14348,-14650
14349,-15138
14350,-15549
14351,-15882
14352,-16134
14353,-16304
14354,-16391
14355,-16395
14356,-16316
14357,-16154
14358,-15911
14359,-15586
14360,-15182
14361,-14702
14362,-14147
14363,-13520
14364,-12825
14365,-12064
14366,-11242
14367,-10364
14368,-9432
14369,-8453
14370,-7431
14371,-6371
14372,-5280
14373,-4161
14374,-3021
14375,-1866
14376,-701
14377,468
14378,1634
14379,2791
14380,3934
14381,5058
14382,6156
14383,7222
14384,8252
14385,9241
14386,10182
14387,11072
14388,11905
14389,12678
14390,13387
14391,14028
14392,14597
14393,15093
14394,15512
14395,15852
14396,16112
14397,16290
14398,16386
14399,16399
14400,16328
14401,16174
14402,15939
14403,15622
14404,15227
14405,14754
14406,14206
14407,13586
14408,12898
14409,12143
14410,11328
14411,10454
14412,9528
14413,8553
14414,7536
14415,6479
14416,5390
14417,4274
14418,3136
14419,1982
14420,818
14421,-350
14422,-1517
14423,-2675
14424,-3821
14425,-4947
14426,-6047
14427,-7117
14428,-8151
14429,-9144
14430,-10090
14431,-10985
14432,-11824
14433,-12603
14434,-13319
14435,-13966
14436,-14543
14437,-15046
14438,-15473
14439,-15822
14440,-16090
14441,-16276
14442,-16380
14443,-16401
14444,-16338
14445,-16193
14446,-15966
14447,-15657
14448,-15269
14449,-14804
14450,-14264
14451,-13651
14452,-12969
14453,-12221
14454,-11412
14455,-10544
14456,-9623
14457,-8653
14458,-7639
14459,-6586
14460,-5500
14461,-4386
14462,-3250
14463,-2097
14464,-934
14465,234
14466,1401
14467,2561
14468,3707
14469,4835
14470,5939
14471,7012
14472,8049
14473,9047
14474,9997
14475,10898
14476,11743
14477,12528
14478,13250
14479,13905
14480,14489
14481,15000
14482,15434
14483,15790
14484,16067
14485,16261
14486,16374
14487,16403
14488,16348
14489,16211
14490,15992
14491,15692
14492,15312
14493,14854
14494,14321
14495,13716
14496,13040
14497,12299
14498,11496
14499,10633
14500,9717
14501,8752
14502,7742
14503,6694
14504,5611
14505,4499
14506,3365
14507,2213
14508,1051
14509,-117
14510,-1284
14511,-2445
14512,-3593
14513,-4723
14514,-5829
14515,-6906
14516,-7947
14517,-8948
14518,-9905
14519,-10810
14520,-11661
14521,-12452
14522,-13181
14523,-13842
14524,-14434
14525,-14952
14526,-15394
14527,-15758
14528,-16043
14529,-16245
14530,-16366
14531,-16403
14532,-16357
14533,-16229
14534,-16018
14535,-15726
14536,-15353
14537,-14903
14538,-14378
14539,-13779
14540,-13111
14541,-12376
14542,-11578
14543,-10722
14544,-9811
14545,-8851
14546,-7845
14547,-6800
