,M
18739,4048
18740,2906
18741,1750
18742,584
18743,-584
18744,-1749
18745,-2906
18746,-4047
18747,-5169
18748,-6264
18749,-7327
18750,-8353
18751,-9337
18752,-10273
18753,-11157
18754,-11985
18755,-12751
18756,-13454
18757,-14087
18758,-14650
18759,-15138
18760,-15549
18761,-15882
18762,-16133
18763,-16303
18764,-16391
18765,-16395
18766,-16316
18767,-16154
18768,-15910
18769,-15586
18770,-15183
18771,-14702
18772,-14147
18773,-13520
18774,-12825
18775,-12064
18776,-11243
18777,-10364
18778,-9432
18779,-8453
18780,-7431
18781,-6371
18782,-5279
18783,-4161
18784,-3021
18785,-1865
18786,-701
18787,468
18788,1634
18789,2791
18790,3934
18791,5058
18792,6156
18793,7222
18794,8252
18795,9241
18796,10182
18797,11072
18798,11905
18799,12678
18800,13387
18801,14027
18802,14597
18803,15093
18804,15512
18805,15852
18806,16112
18807,16290
18808,16386
18809,16398
18810,16328
18811,16174
18812,15939
18813,15622
18814,15227
18815,14754
18816,14206
18817,13586
18818,12898
18819,12143
18820,11328
18821,10454
18822,9528
18823,8554
18824,7536
18825,6479
18826,5390
18827,4274
18828,3136
18829,1982
18830,818
18831,-350
18832,-1517
18833,-2676
18834,-3821
18835,-4946
18836,-6047
18837,-7117
18838,-8151
18839,-9143
18840,-10090
18841,-10985
18842,-11824
18843,-12603
18844,-13318
18845,-13966
18846,-14543
18847,-15046
18848,-15473
18849,-15822
18850,-16089
18851,-16276
18852,-16380
18853,-16401
18854,-16338
18855,-16193
18856,-15966
18857,-15657
18858,-15269
18859,-14804
18860,-14264
18861,-13651
18862,-12969
18863,-12221
18864,-11412
18865,-10544
18866,-9623
18867,-8653
18868,-7639
18869,-6586
18870,-5500
18871,-4386
18872,-3250
18873,-2097
18874,-934
18875,234
18876,1401
18877,2561
18878,3707
18879,4835
18880,5939
18881,7012
18882,8050
18883,9046
18884,9998
18885,10898
18886,11743
18887,12528
18888,13250
18889,13905
18890,14489
18891,15000
18892,15434
18893,15790
18894,16067
18895,16262
18896,16373
18897,16403
18898,16349
18899,16211
18900,15992
18901,15692
18902,15312
18903,14855
18904,14322
18905,13716
18906,13041
18907,12299
18908,11496
18909,10633
18910,9717
18911,8752
18912,7742
18913,6693
18914,5611
18915,4499
18916,3365
18917,2213
18918,1051
18919,-117
18920,-1284
18921,-2445
18922,-3593
18923,-4723
18924,-5829
18925,-6906
18926,-7947
18927,-8948
18928,-9905
18929,-10810
18930,-11661
18931,-12452
18932,-13181
18933,-13842
18934,-14434
18935,-14952
18936,-15394
18937,-15758
18938,-16042
18939,-16245
18940,-16366
18941,-16403
18942,-16357
18943,-16229
18944,-16018
18945,-15726
18946,-15353
18947,-14903
18948,-14378
18949,-13779
18950,-13111
18951,-12376
18952,-11578
18953,-10722
18954,-9811
18955,-8850
18956,-7845
18957,-6800
18958,-5720
18959,-4611
18960,-3479
18961,-2329
18962,-1167
18963,0
18964,1168
18965,2329
18966,3479
18967,4611
18968,5720
18969,6800
18970,7845
18971,8851
18972,9811
18973,10722
18974,11579
18975,12376
18976,13111
18977,13779
18978,14378
18979,14903
18980,15353
18981,15726
18982,16018
18983,16229
18984,16358
18985,16403
18986,16366
18987,16246
18988,16043
18989,15759
18990,15394
18991,14952
18992,14434
18993,13842
18994,13181
18995,12453
18996,11661
18997,10810
18998,9905
18999,8949
19000,7948
19001,6906
19002,5830
19003,4723
19004,3593
19005,2445
19006,1284
19007,117
19008,-1051
19009,-2213
19010,-3365
19011,-4499
19012,-5610
19013,-6693
19014,-7742
19015,-8752
19016,-9717
19017,-10633
19018,-11495
19019,-12299
19020,-13040
19021,-13716
19022,-14321
19023,-14854
19024,-15312
19025,-15692
19026,-15992
19027,-16211
19028,-16348
19029,-16403
19030,-16373
19031,-16261
19032,-16066
19033,-15790
19034,-15434
19035,-14999
19036,-14489
19037,-13905
19038,-13250
19039,-12528
19040,-11743
19041,-10897
19042,-9997
19043,-9046
19044,-8049
19045,-7012
19046,-5938
19047,-4835
19048,-3707
19049,-2560
19050,-1401
19051,-233
19052,935
19053,2098
19054,3251
19055,4386
19056,5500
19057,6587
19058,7639
19059,8653
19060,9623
19061,10544
19062,11412
19063,12222
19064,12969
19065,13651
19066,14264
19067,14805
19068,15270
19069,15658
19070,15966
19071,16193
19072,16339
19073,16401
19074,16380
19075,16276
19076,16090
19077,15822
19078,15474
19079,15047
19080,14543
19081,13967
19082,13319
19083,12604
19084,11824
19085,10985
19086,10090
19087,9144
19088,8151
19089,7117
19090,6047
19091,4947
19092,3821
19093,2676
19094,1517
19095,351
19096,-818
19097,-1982
19098,-3135
19099,-4274
19100,-5390
19101,-6479
19102,-7535
19103,-8553
19104,-9528
19105,-10454
19106,-11327
19107,-12143
19108,-12897
19109,-13586
19110,-14206
19111,-14754
19112,-15227
19113,-15622
19114,-15938
19115,-16174
19116,-16328
19117,-16398
19118,-16386
19119,-16290
19120,-16112
19121,-15852
19122,-15511
19123,-15092
19124,-14597
19125,-14027
19126,-13387
19127,-12678
19128,-11905
19129,-11071
19130,-10182
19131,-9240
19132,-8252
19133,-7222
19134,-6155
19135,-5058
19136,-3934
19137,-2791
19138,-1633
19139,-467
19140,701
19141,1866
19142,3021
19143,4161
19144,5280
19145,6372
19146,7431
19147,8453
19148,9433
19149,10364
19150,11243
19151,12065
19152,12825
19153,13520
19154,14147
19155,14702
19156,15183
19157,15586
19158,15911
19159,16154
19160,16316
19161,16395
19162,16391
19163,16304
19164,16134
19165,15882
19166,15550
19167,15138
19168,14650
19169,14088
19170,13454
19171,12752
19172,11985
19173,11157
19174,10273
19175,9337
19176,8353
19177,7327
19178,6264
19179,5169
19180,4048
19181,2906
19182,1750
19183,584
19184,-584
19185,-1749
19186,-2906
19187,-4047
19188,-5169
19189,-6264
19190,-7327
19191,-8353
19192,-9337
19193,-10273
19194,-11157
19195,-11985
19196,-12751
19197,-13453
19198,-14087
19199,-14650
19200,-15138
19201,-15549
19202,-15881
19203,-16133
19204,-16304
19205,-16391
19206,-16395
19207,-16316
19208,-16154
19209,-15911
19210,-15586
19211,-15182
19212,-14702
19213,-14147
19214,-13520
19215,-12825
19216,-12064
19217,-11242
19218,-10364
19219,-9432
19220,-8453
19221,-7431
19222,-6371
19223,-5279
19224,-4161
19225,-3021
19226,-1866
19227,-701
19228,467
19229,1634
19230,2791
19231,3934
19232,5058
19233,6156
19234,7223
19235,8252
19236,9240
19237,10182
19238,11071
19239,11905
19240,12678
19241,13387
19242,14028
19243,14597
19244,15093
19245,15512
19246,15852
19247,16112
19248,16290
19249,16386
19250,16398
19251,16328
19252,16174
19253,15939
19254,15622
19255,15227
19256,14754
19257,14206
19258,13586
19259,12898
19260,12143
19261,11327
19262,10454
19263,9528
19264,8553
19265,7535
19266,6479
19267,5390
19268,4274
19269,3136
19270,1982
19271,818
19272,-351
19273,-1517
19274,-2675
19275,-3821
19276,-4946
19277,-6047
19278,-7117
19279,-8151
19280,-9144
19281,-10090
19282,-10985
19283,-11824
19284,-12603
19285,-13319
19286,-13966
19287,-14543
19288,-15046
19289,-15473
19290,-15822
19291,-16089
19292,-16276
19293,-16380
19294,-16401
19295,-16338
19296,-16193
19297,-15966
19298,-15657
19299,-15270
19300,-14804
19301,-14264
19302,-13651
19303,-12969
19304,-12221
19305,-11411
19306,-10544
19307,-9623
19308,-8653
19309,-7639
19310,-6586
19311,-5500
19312,-4386
19313,-3250
19314,-2097
19315,-934
19316,234
19317,1401
19318,2561
19319,3707
19320,4835
19321,5938
19322,7012
19323,8050
19324,9047
19325,9998
19326,10898
19327,11743
19328,12528
19329,13250
19330,13905
19331,14489
19332,15000
19333,15434
19334,15791
19335,16067
19336,16261
19337,16373
19338,16403
19339,16349
19340,16211
19341,15992
19342,15692
19343,15312
19344,14855
19345,14321
19346,13716
19347,13040
19348,12299
19349,11495
19350,10633
19351,9717
19352,8752
19353,7742
19354,6693
19355,5610
19356,4499
19357,3365
19358,2213
19359,1051
19360,-117
19361,-1284
19362,-2445
19363,-3593
19364,-4723
19365,-5829
19366,-6906
19367,-7947
19368,-8949
19369,-9905
19370,-10810
19371,-11661
19372,-12452
19373,-13181
19374,-13842
19375,-14434
19376,-14952
19377,-15394
19378,-15758
19379,-16042
19380,-16245
19381,-16366
19382,-16403
19383,-16357
19384,-16229
19385,-16018
19386,-15726
19387,-15353
19388,-14903
19389,-14378
19390,-13779
19391,-13111
19392,-12376
19393,-11578
19394,-10722
19395,-9811
19396,-8850
19397,-7845
19398,-6800
19399,-5720
19400,-4611
19401,-3479
19402,-2329
19403,-1168
19404,0
19405,1168
19406,2329
19407,3479
19408,4611
19409,5720
19410,6800
19411,7845
19412,8851
19413,9811
19414,10722
19415,11579
19416,12376
19417,13111
19418,13780
19419,14378
19420,14904
19421,15353
19422,15726
19423,16018
19424,16229
19425,16358
19426,16404
19427,16366
19428,16246
19429,16043
19430,15758
19431,15394
19432,14952
19433,14434
19434,13842
19435,13181
19436,12452
19437,11661
19438,10810
19439,9905
19440,8949
19441,7947
19442,6906
19443,5829
19444,4723
19445,3593
19446,2445
19447,1284
19448,117
19449,-1051
19450,-2213
19451,-3364
19452,-4499
19453,-5610
19454,-6693
19455,-7742
19456,-8752
19457,-9717
19458,-10633
19459,-11495
19460,-12299
19461,-13040
19462,-13715
19463,-14321
19464,-14854
19465,-15312
19466,-15692
19467,-15992
19468,-16211
19469,-16348
19470,-16403
19471,-16373
19472,-16261
19473,-16066
19474,-15790
19475,-15434
19476,-14999
19477,-14489
19478,-13905
19479,-13250
19480,-12528
19481,-11743
19482,-10897
19483,-9997
19484,-9046
19485,-8049
19486,-7012
19487,-5938
19488,-4835
19489,-3707
19490,-2560
19491,-1401
19492,-234
19493,935
19494,2098
19495,3250
19496,4386
19497,5501
19498,6586
19499,7639
19500,8653
19501,9623
19502,10544
19503,11412
19504,12222
19505,12969
19506,13651
19507,14264
19508,14805
19509,15270
19510,15657
19511,15966
19512,16193
19513,16339
19514,16401
19515,16380
19516,16276
19517,16090
19518,15822
19519,15474
19520,15046
19521,14544
19522,13967
19523,13319
19524,12603
19525,11824
19526,10985
19527,10090
19528,9144
19529,8151
19530,7117
19531,6047
19532,4947
19533,3821
19534,2676
19535,1517
19536,351
19537,-817
19538,-1982
19539,-3135
19540,-4274
19541,-5390
19542,-6479
19543,-7535
19544,-8553
19545,-9528
19546,-10454
19547,-11327
19548,-12143
19549,-12897
19550,-13586
19551,-14206
19552,-14754
19553,-15226
19554,-15622
19555,-15939
19556,-16174
19557,-16328
19558,-16398
19559,-16386
19560,-16290
19561,-16112
19562,-15852
19563,-15511
19564,-15093
19565,-14597
19566,-14027
19567,-13386
19568,-12678
19569,-11904
19570,-11071
19571,-10182
19572,-9240
19573,-8252
19574,-7222
19575,-6156
19576,-5058
19577,-3934
19578,-2791
19579,-1633
19580,-467
19581,701
19582,1866
19583,3021
19584,4161
19585,5280
19586,6372
19587,7432
19588,8454
19589,9433
19590,10364
19591,11243
19592,12065
19593,12825
19594,13520
19595,14147
19596,14702
19597,15183
19598,15586
19599,15911
19600,16154
19601,16316
19602,16395
19603,16391
19604,16304
19605,16134
19606,15882
19607,15549
19608,15138
19609,14650
19610,14088
19611,13454
19612,12752
19613,11985
19614,11157
19615,10273
19616,9337
19617,8353
19618,7327
19619,6264
19620,5169
19621,4048
19622,2906
19623,1749
19624,584
19625,-584
19626,-1749
19627,-2906
19628,-4047
19629,-5169
19630,-6264
19631,-7327
19632,-8353
19633,-9336
19634,-10273
19635,-11157
19636,-11985
19637,-12752
19638,-13454
19639,-14088
19640,-14650
19641,-15138
19642,-15549
19643,-15882
19644,-16134
19645,-16303
19646,-16391
19647,-16395
19648,-16316
19649,-16154
19650,-15911
19651,-15586
19652,-15183
19653,-14702
19654,-14147
19655,-13520
19656,-12825
19657,-12064
19658,-11243
19659,-10364
19660,-9433
19661,-8453
19662,-7431
19663,-6371
19664,-5279
19665,-4161
19666,-3021
19667,-1866
19668,-701
19669,468
19670,1634
19671,2791
19672,3934
19673,5058
19674,6156
19675,7223
19676,8253
19677,9240
19678,10182
19679,11072
19680,11905
19681,12678
19682,13387
19683,14027
19684,14597
19685,15093
19686,15512
19687,15852
19688,16112
19689,16290
19690,16386
19691,16399
19692,16328
19693,16174
19694,15939
19695,15622
19696,15227
19697,14754
19698,14206
19699,13586
19700,12898
19701,12143
19702,11327
19703,10454
19704,9528
19705,8554
19706,7536
19707,6479
19708,5390
19709,4274
19710,3136
19711,1982
19712,818
19713,-350
19714,-1517
19715,-2675
19716,-3821
19717,-4946
19718,-6047
19719,-7117
19720,-8151
19721,-9143
19722,-10090
19723,-10985
19724,-11824
19725,-12603
19726,-13318
19727,-13966
19728,-14543
19729,-15046
19730,-15473
19731,-15821
19732,-16089
19733,-16276
19734,-16380
19735,-16401
19736,-16339
19737,-16193
19738,-15966
19739,-15657
19740,-15270
19741,-14804
19742,-14264
19743,-13651
19744,-12969
19745,-12221
19746,-11412
19747,-10544
19748,-9623
19749,-8653
19750,-7639
19751,-6586
19752,-5500
19753,-4386
19754,-3250
19755,-2097
19756,-934
19757,234
19758,1401
19759,2561
19760,3707
19761,4835
19762,5939
19763,7012
19764,8049
19765,9047
19766,9998
19767,10898
19768,11743
19769,12528
19770,13250
19771,13905
19772,14489
19773,15000
19774,15434
19775,15790
19776,16067
19777,16262
19778,16374
19779,16403
19780,16348
19781,16212
19782,15992
19783,15692
19784,15312
19785,14854
19786,14322
19787,13716
19788,13041
19789,12299
19790,11496
19791,10633
19792,9717
19793,8752
19794,7742
19795,6694
19796,5610
19797,4499
19798,3365
19799,2213
19800,1051
19801,-117
19802,-1284
19803,-2445
19804,-3593
19805,-4723
19806,-5829
19807,-6906
19808,-7947
19809,-8948
19810,-9905
19811,-10810
19812,-11661
19813,-12452
19814,-13181
19815,-13842
19816,-14434
19817,-14952
19818,-15394
19819,-15758
19820,-16042
19821,-16245
19822,-16366
19823,-16403
19824,-16357
19825,-16229
19826,-16018
19827,-15725
19828,-15353
19829,-14903
19830,-14378
19831,-13779
19832,-13111
19833,-12376
19834,-11578
19835,-10722
19836,-9811
19837,-8851
19838,-7845
19839,-6800
19840,-5720
19841,-4611
19842,-3479
19843,-2329
19844,-1167
19845,0
19846,1168
19847,2329
19848,3479
19849,4611
19850,5720
19851,6800
19852,7845
19853,8851
19854,9811
19855,10722
19856,11579
19857,12376
19858,13111
19859,13779
19860,14378
19861,14903
19862,15354
19863,15726
19864,16018
19865,16229
19866,16358
19867,16404
19868,16366
19869,16246
19870,16043
19871,15759
19872,15394
19873,14952
19874,14434
19875,13842
19876,13181
19877,12453
19878,11661
19879,10810
19880,9905
19881,8949
19882,7948
19883,6906
19884,5829
19885,4723
19886,3593
19887,2445
19888,1284
19889,117
19890,-1051
19891,-2213
19892,-3364
19893,-4499
19894,-5610
19895,-6693
19896,-7742
19897,-8752
19898,-9717
19899,-10633
19900,-11495
19901,-12299
19902,-13040
19903,-13715
19904,-14321
19905,-14854
19906,-15312
19907,-15692
19908,-15992
19909,-16211
19910,-16348
19911,-16402
19912,-16373
19913,-16261
19914,-16066
19915,-15790
19916,-15434
19917,-15000
19918,-14489
19919,-13905
19920,-13250
19921,-12528
19922,-11743
19923,-10897
19924,-9997
19925,-9046
19926,-8049
19927,-7012
19928,-5938
19929,-4835
19930,-3707
19931,-2560
19932,-1400
19933,-234
19934,934
19935,2098
19936,3251
19937,4386
19938,5500
19939,6587
19940,7639
19941,8653
19942,9623
19943,10544
19944,11412
19945,12222
19946,12969
19947,13651
19948,14264
19949,14805
19950,15270
19951,15657
19952,15966
19953,16193
19954,16339
19955,16401
19956,16380
19957,16276
19958,16090
19959,15822
19960,15473
19961,15047
19962,14543
19963,13966
19964,13319
19965,12604
19966,11824
19967,10985
19968,10090
19969,9144
19970,8151
19971,7117
19972,6047
19973,4947
19974,3821
19975,2676
19976,1517
19977,351
19978,-817
19979,-1981
19980,-3135
19981,-4274
19982,-5390
19983,-6479
19984,-7535
19985,-8553
19986,-9528
19987,-10454
19988,-11327
19989,-12143
19990,-12897
19991,-13586
19992,-14206
19993,-14754
19994,-15226
19995,-15622
19996,-15939
19997,-16174
19998,-16327
19999,-16398
20000,-16386
20001,-16290
20002,-16112
20003,-15852
20004,-15511
20005,-15093
20006,-14597
20007,-14027
20008,-13386
20009,-12678
20010,-11904
20011,-11071
20012,-10182
20013,-9240
20014,-8252
20015,-7222
20016,-6155
20017,-5058
20018,-3934
20019,-2791
20020,-1633
20021,-467
20022,701
20023,1866
20024,3021
20025,4161
20026,5280
20027,6372
20028,7432
20029,8454
20030,9433
20031,10364
20032,11243
20033,12065
20034,12825
20035,13520
20036,14147
20037,14702
20038,15183
20039,15586
20040,15911
20041,16154
20042,16316
20043,16395
20044,16391
20045,16304
20046,16134
20047,15882
20048,15550
20049,15138
20050,14650
20051,14088
20052,13454
20053,12752
20054,11985
20055,11157
20056,10273
20057,9337
20058,8353
20059,7327
20060,6264
20061,5169
20062,4048
20063,2906
20064,1749
20065,584
20066,-584
20067,-1749
20068,-2906
20069,-4048
20070,-5169
20071,-6264
20072,-7327
20073,-8353
20074,-9336
20075,-10273
20076,-11157
20077,-11985
20078,-12752
20079,-13454
20080,-14088
20081,-14650
20082,-15138
20083,-15549
20084,-15881
20085,-16133
20086,-16304
20087,-16391
20088,-16395
20089,-16316
20090,-16154
20091,-15910
20092,-15586
20093,-15183
20094,-14702
20095,-14147
20096,-13520
20097,-12825
20098,-12064
20099,-11243
20100,-10364
20101,-9432
20102,-8453
20103,-7431
20104,-6372
20105,-5279
20106,-4161
20107,-3021
20108,-1866
20109,-701
20110,468
20111,1634
20112,2791
20113,3935
20114,5058
20115,6156
20116,7223
20117,8253
20118,9241
20119,10182
20120,11071
20121,11905
20122,12678
20123,13387
20124,14027
20125,14597
20126,15093
20127,15512
20128,15852
20129,16112
20130,16291
20131,16386
20132,16398
20133,16328
20134,16174
20135,15939
20136,15622
20137,15227
20138,14754
20139,14206
20140,13586
20141,12898
20142,12143
20143,11327
20144,10454
20145,9528
20146,8553
20147,7536
20148,6479
20149,5390
20150,4274
20151,3136
20152,1982
20153,818
20154,-351
20155,-1517
20156,-2675
20157,-3821
20158,-4946
20159,-6047
20160,-7117
20161,-8151
20162,-9144
20163,-10090
20164,-10985
20165,-11824
20166,-12603
20167,-13318
20168,-13966
20169,-14543
20170,-15046
20171,-15473
20172,-15821
20173,-16089
20174,-16276
20175,-16380
20176,-16401
20177,-16338
20178,-16193
20179,-15966
20180,-15657
20181,-15269
20182,-14804
20183,-14264
20184,-13651
20185,-12969
20186,-12221
20187,-11411
20188,-10544
20189,-9623
20190,-8653
20191,-7639
20192,-6586
20193,-5500
20194,-4386
20195,-3250
20196,-2098
20197,-934
20198,234
20199,1401
20200,2560
20201,3707
20202,4835
20203,5939
20204,7012
20205,8049
20206,9047
20207,9997
20208,10898
20209,11743
20210,12528
20211,13250
20212,13905
20213,14489
20214,15000
20215,15434
20216,15790
20217,16067
20218,16261
20219,16374
20220,16403
20221,16348
20222,16211
20223,15992
20224,15692
20225,15312
20226,14854
20227,14322
20228,13716
20229,13041
20230,12299
20231,11496
20232,10633
20233,9717
20234,8752
20235,7742
20236,6693
20237,5610
20238,4499
20239,3365
20240,2213
20241,1051
20242,-117
20243,-1284
20244,-2445
20245,-3593
20246,-4723
20247,-5829
20248,-6906
20249,-7947
20250,-8949
20251,-9904
20252,-10810
20253,-11661
20254,-12452
20255,-13181
20256,-13842
20257,-14434
20258,-14952
20259,-15394
20260,-15758
20261,-16042
20262,-16245
20263,-16366
20264,-16403
20265,-16358
20266,-16229
20267,-16018
20268,-15725
20269,-15353
20270,-14903
20271,-14378
20272,-13779
20273,-13111
20274,-12376
20275,-11578
20276,-10722
20277,-9811
20278,-8851
20279,-7845
20280,-6800
20281,-5720
20282,-4611
20283,-3479
20284,-2329
20285,-1168
20286,0
20287,1168
20288,2329
20289,3479
20290,4611
20291,5720
20292,6800
20293,7845
20294,8851
20295,9811
20296,10722
20297,11578
20298,12376
20299,13111
20300,13780
20301,14378
20302,14903
20303,15354
20304,15726
20305,16018
20306,16229
20307,16358
20308,16404
20309,16366
20310,16245
